Conversion table of Accession No/ FLJ ID/ Clone ID/ Sequence ID/ Another Sequence ID
(Data by Extracting System of Accurate ORFs)

Accesion No	FLJ ID	Clone ID	Sequence ID	Another Sequence ID
AK074587	FLJ90106	HEMBA1006430	C-HEMBA1006430	
AK074588	FLJ90107	HEMBA1006482	C-HEMBA1006482	
AK074589	FLJ90108	HEMBA1006517	C-HEMBA1006517	
AK074590	FLJ90109	HEMBA1006544	C-HEMBA1006544	
AK074591	FLJ90110	HEMBA1006572	C-HEMBA1006572	
AK074592	FLJ90111	HEMBA1006658	C-HEMBA1006658	
AK074593	FLJ90112	HEMBA1006707	C-HEMBA1006707	
AK074594	FLJ90113	HEMBA1006724	C-HEMBA1006724	
AK074595	FLJ90114	HEMBA1006749	C-HEMBA1006749	
AK074596	FLJ90115	HEMBA1006770	C-HEMBA1006770	
AK074597	FLJ90116	HEMBA1006902	C-HEMBA1006902	
AK074598	FLJ90117	HEMBA1006912	C-HEMBA1006912	
AK074599	FLJ90118	HEMBA1006916	C-HEMBA1006916	
AK074600	FLJ90119	HEMBA1006960	C-HEMBA1006960	
AK074601	FLJ90120	HEMBA1007013	C-HEMBA1007013	
AK074602	FLJ90121	HEMBA1007057	C-HEMBA1007057	
AK074603	FLJ90122	HEMBA1007063	C-HEMBA1007063	
AK074604	FLJ90123	HEMBA1007226	C-HEMBA1007226	
AK074605	FLJ90124	HEMBA1007241	C-HEMBA1007241	
AK074606	FLJ90125	HEMBA1007291	C-HEMBA1007291	
AK074607	FLJ90126	HEMBA1007332	C-HEMBA1007332	
AK074608	FLJ90127	HEMBB1000106	C-HEMBB1000106	
AK074609	FLJ90128	HEMBB1000276	C-HEMBB1000276	
AK074610	FLJ90129	HEMBB1000309	C-HEMBB1000309	
AK074611	FLJ90130	HEMBB1000407	C-HEMBB1000407	
AK074612	FLJ90131	HEMBB1000447	C-HEMBB1000447	
AK074613	FLJ90132	HEMBB1000542	C-HEMBB1000542	
AK074614	FLJ90133	HEMBB1000567	C-HEMBB1000567	
AK074615	FLJ90134	HEMBB1000642	C-HEMBB1000642	
AK074616	FLJ90135	HEMBB1000668	C-HEMBB1000668	
AK074617	FLJ90136	HEMBB1000679	C-HEMBB1000679	
AK074618	FLJ90137	HEMBB1000881	C-HEMBB1000881	
AK074619	FLJ90138	HEMBB1000905	C-HEMBB1000905	
AK074620	FLJ90139	HEMBB1001026	C-HEMBB1001026	
AK074621	FLJ90140	HEMBB1001048	C-HEMBB1001048	
AK074622	FLJ90141	HEMBB1001200	C-HEMBB1001200	
AK074623	FLJ90142	HEMBB1001407	C-HEMBB1001407	
AK074624	FLJ90143	HEMBB1001530	C-HEMBB1001530	
AK074625	FLJ90144	HEMBB1001547	C-HEMBB1001547	
AK074626	FLJ90145	HEMBB1001573	C-HEMBB1001573	
AK074627	FLJ90146	HEMBB1001623	C-HEMBB1001623	
AK074628	FLJ90147	HEMBB1001847	C-HEMBB1001847	
AK074629	FLJ90148	HEMBB1001959	C-HEMBB1001959	
AK074630	FLJ90149	HEMBB1001978	C-HEMBB1001978	
AK074631	FLJ90150	HEMBB1002039	C-HEMBB1002039	
AK074632	FLJ90151	HEMBB1002041	C-HEMBB1002041	
AK074633	FLJ90152	HEMBB1002051	C-HEMBB1002051	
AK074634	FLJ90153	HEMBB1002120	C-HEMBB1002120	
AK074635	FLJ90154	HEMBB1002162	C-HEMBB1002162	
AK074636	FLJ90155	HEMBB1002228	C-HEMBB1002228	
AK074637	FLJ90156	HEMBB1002245	C-HEMBB1002245	
AK074638	FLJ90157	HEMBB1002302	C-HEMBB1002302	
AK074639	FLJ90158	HEMBB1002427	C-HEMBB1002427	
AK074640	FLJ90159	HEMBB1002465	C-HEMBB1002465	
AK074641	FLJ90160	HEMBB1002661	C-HEMBB1002661	
AK074642	FLJ90161	HEMBB1002663	C-HEMBB1002663	
AK074643	FLJ90162	HEMBB1002693	C-HEMBB1002693	
AK074644	FLJ90163	MAMMA1000046	C-MAMMA1000046	
AK074645	FLJ90164	MAMMA1000102	C-MAMMA1000102	
AK074646	FLJ90165	MAMMA1000106	C-MAMMA1000106	
AK074647	FLJ90166	MAMMA1000118	C-MAMMA1000118	
AK074648	FLJ90167	MAMMA1000141	C-MAMMA1000141	
AK074649	FLJ90168	MAMMA1000204	C-MAMMA1000204	
AK074650	FLJ90169	MAMMA1000226	C-MAMMA1000226	
AK074651	FLJ90170	MAMMA1000370	C-MAMMA1000370	
AK074652	FLJ90171	MAMMA1000403	C-MAMMA1000403	
AK074653	FLJ90172	MAMMA1000449	C-MAMMA1000449	
AK074654	FLJ90173	MAMMA1000457	C-MAMMA1000457	
AK074655	FLJ90174	MAMMA1000473	C-MAMMA1000473	
AK074656	FLJ90175	MAMMA1000496	C-MAMMA1000496	
AK074657	FLJ90176	MAMMA1000528	C-MAMMA1000528	
AK074658	FLJ90177	MAMMA1000591	C-MAMMA1000591	
AK074659	FLJ90178	MAMMA1000614	C-MAMMA1000614	
AK074660	FLJ90179	MAMMA1000652	C-MAMMA1000652	
AK074661	FLJ90180	MAMMA1000681	C-MAMMA1000681	
AK074662	FLJ90181	MAMMA1000706	C-MAMMA1000706	
AK074663	FLJ90182	MAMMA1000788	C-MAMMA1000788	
AK074664	FLJ90183	MAMMA1000810	C-MAMMA1000810	
AK074665	FLJ90184	MAMMA1000814	C-MAMMA1000814	
AK074666	FLJ90185	MAMMA1000881	C-MAMMA1000881	
AK074667	FLJ90186	MAMMA1000986	C-MAMMA1000986	
AK074668	FLJ90187	MAMMA1000994	C-MAMMA1000994	
AK074669	FLJ90188	MAMMA1001043	C-MAMMA1001043	
AK074670	FLJ90189	MAMMA1001066	C-MAMMA1001066	
AK074671	FLJ90190	MAMMA1001094	C-MAMMA1001094	
AK074672	FLJ90191	MAMMA1001141	C-MAMMA1001141	
AK074673	FLJ90192	MAMMA1001150	C-MAMMA1001150	
AK074674	FLJ90193	MAMMA1001237	C-MAMMA1001237	
AK074675	FLJ90194	MAMMA1001284	C-MAMMA1001284	
AK074676	FLJ90195	MAMMA1001310	C-MAMMA1001310	
AK074677	FLJ90196	MAMMA1001344	C-MAMMA1001344	
AK074678	FLJ90197	MAMMA1001418	C-MAMMA1001418	
AK074679	FLJ90198	MAMMA1001532	C-MAMMA1001532	
AK074680	FLJ90199	MAMMA1001609	C-MAMMA1001609	
AK074681	FLJ90200	MAMMA1001615	C-MAMMA1001615	
AK074682	FLJ90201	MAMMA1001623	C-MAMMA1001623	
AK074683	FLJ90202	MAMMA1001634	C-MAMMA1001634	
AK074684	FLJ90203	MAMMA1001893	C-MAMMA1001893	
AK074685	FLJ90204	MAMMA1001901	C-MAMMA1001901	
AK074686	FLJ90205	MAMMA1001957	C-MAMMA1001957	
AK074687	FLJ90206	MAMMA1001978	C-MAMMA1001978	
AK074688	FLJ90207	MAMMA1002070	C-MAMMA1002070	
AK074689	FLJ90208	MAMMA1002080	C-MAMMA1002080	
AK074690	FLJ90209	MAMMA1002087	C-MAMMA1002087	
AK074691	FLJ90210	MAMMA1002091	C-MAMMA1002091	
AK074692	FLJ90211	MAMMA1002095	C-MAMMA1002095	
AK074693	FLJ90212	MAMMA1002128	C-MAMMA1002128	
AK074694	FLJ90213	MAMMA1002142	C-MAMMA1002142	
AK074695	FLJ90214	MAMMA1002165	C-MAMMA1002165	
AK074696	FLJ90215	MAMMA1002205	C-MAMMA1002205	
AK074697	FLJ90216	MAMMA1002224	C-MAMMA1002224	
AK074698	FLJ90217	MAMMA1002234	C-MAMMA1002234	
AK074699	FLJ90218	MAMMA1002586	C-MAMMA1002586	
AK074700	FLJ90219	MAMMA1002633	C-MAMMA1002633	
AK074701	FLJ90220	MAMMA1003126	C-MAMMA1003126	
AK074702	FLJ90221	NT2RM1000462	C-NT2RM1000462	
AK074703	FLJ90222	NT2RM1000542	C-NT2RM1000542	
AK074704	FLJ90223	NT2RM1000580	C-NT2RM1000580	
AK074705	FLJ90224	NT2RM1000789	C-NT2RM1000789	
AK074706	FLJ90225	NT2RM1000855	C-NT2RM1000855	
AK074707	FLJ90226	NT2RM1000858	C-NT2RM1000858	
AK074708	FLJ90227	NT2RM1000899	C-NT2RM1000899	
AK074709	FLJ90228	NT2RM2000241	C-NT2RM2000241	
AK074710	FLJ90229	NT2RM2000306	C-NT2RM2000306	
AK074711	FLJ90230	NT2RM2000410	C-NT2RM2000410	
AK074712	FLJ90231	NT2RM2000423	C-NT2RM2000423	
AK074713	FLJ90232	NT2RM2000497	C-NT2RM2000497	
AK074714	FLJ90233	NT2RM2000514	C-NT2RM2000514	
AK074715	FLJ90234	NT2RM2000565	C-NT2RM2000565	
AK074716	FLJ90235	NT2RM2000582	C-NT2RM2000582	
AK074717	FLJ90236	NT2RM2000589	C-NT2RM2000589	
AK074718	FLJ90237	NT2RM2000622	C-NT2RM2000622	
AK074719	FLJ90238	NT2RM2000632	C-NT2RM2000632	
AK074720	FLJ90239	NT2RM2000773	C-NT2RM2000773	
AK074721	FLJ90240	NT2RM2001126	C-NT2RM2001126	
AK074722	FLJ90241	NT2RM2001558	C-NT2RM2001558	
AK074723	FLJ90242	NT2RM2001626	C-NT2RM2001626	
AK074724	FLJ90243	NT2RM2001643	C-NT2RM2001643	
AK074725	FLJ90244	NT2RM2001738	C-NT2RM2001738	
AK074726	FLJ90245	NT2RM2001792	C-NT2RM2001792	
AK074727	FLJ90246	NT2RM2001818	C-NT2RM2001818	
AK074728	FLJ90247	NT2RM2001902	C-NT2RM2001902	
AK074729	FLJ90248	NT2RM2001939	C-NT2RM2001939	
AK074730	FLJ90249	NT2RM2001941	C-NT2RM2001941	
AK074731	FLJ90250	NT2RM4000100	C-NT2RM4000100	
AK074732	FLJ90251	NT2RM4000115	C-NT2RM4000115	
AK074733	FLJ90252	NT2RM4000198	C-NT2RM4000198	
AK074734	FLJ90253	NT2RM4000284	C-NT2RM4000284	
AK074735	FLJ90254	NT2RM4000295	C-NT2RM4000295	
AK074736	FLJ90255	NT2RM4000326	C-NT2RM4000326	
AK074737	FLJ90256	NT2RM4000417	C-NT2RM4000417	
AK074738	FLJ90257	NT2RM4000444	C-NT2RM4000444	
AK074739	FLJ90258	NT2RM4000587	C-NT2RM4000587	
AK074740	FLJ90259	NT2RM4000593	C-NT2RM4000593	
AK074741	FLJ90260	NT2RM4000648	C-NT2RM4000648	
AK074742	FLJ90261	NT2RM4000761	C-NT2RM4000761	
AK074743	FLJ90262	NT2RM4000965	C-NT2RM4000965	
AK074744	FLJ90263	NT2RM4000997	C-NT2RM4000997	
AK074745	FLJ90264	NT2RM4001321	C-NT2RM4001321	
AK074746	FLJ90265	NT2RM4001325	C-NT2RM4001325	
AK074747	FLJ90266	NT2RM4001377	C-NT2RM4001377	
AK074748	FLJ90267	NT2RM4001735	C-NT2RM4001735	
AK074749	FLJ90268	NT2RM4001768	C-NT2RM4001768	
AK074750	FLJ90269	NT2RM4001843	C-NT2RM4001843	
AK074751	FLJ90270	NT2RM4002352	C-NT2RM4002352	
AK074752	FLJ90271	NT2RP1000002	C-NT2RP1000002	
AK074753	FLJ90272	NT2RP1000050	C-NT2RP1000050	
AK074754	FLJ90273	NT2RP1000181	C-NT2RP1000181	
AK074755	FLJ90274	NT2RP1000239	C-NT2RP1000239	
AK074756	FLJ90275	NT2RP1000261	C-NT2RP1000261	
AK074757	FLJ90276	NT2RP1000271	C-NT2RP1000271	
AK074758	FLJ90277	NT2RP1000300	C-NT2RP1000300	
AK074759	FLJ90278	NT2RP1000325	C-NT2RP1000325	
AK074760	FLJ90279	NT2RP1000448	C-NT2RP1000448	
AK074761	FLJ90280	NT2RP1000465	C-NT2RP1000465	
AK074762	FLJ90281	NT2RP1000468	C-NT2RP1000468	
AK074763	FLJ90282	NT2RP1000551	C-NT2RP1000551	
AK074764	FLJ90283	NT2RP1000579	C-NT2RP1000579	
AK074765	FLJ90284	NT2RP1000613	C-NT2RP1000613	
AK074766	FLJ90285	NT2RP1000679	C-NT2RP1000679	
AK074767	FLJ90286	NT2RP1000740	C-NT2RP1000740	
AK074768	FLJ90287	NT2RP1000903	C-NT2RP1000903	
AK074769	FLJ90288	NT2RP1000981	C-NT2RP1000981	
AK074770	FLJ90289	NT2RP1001004	C-NT2RP1001004	
AK074771	FLJ90290	NT2RP1001020	C-NT2RP1001020	
AK074772	FLJ90291	NT2RP1001031	C-NT2RP1001031	
AK074773	FLJ90292	NT2RP1001563	C-NT2RP1001563	
AK074774	FLJ90293	NT2RP2000092	C-NT2RP2000092	
AK074775	FLJ90294	NT2RP2000178	C-NT2RP2000178	
AK074776	FLJ90295	NT2RP2000240	C-NT2RP2000240	
AK074777	FLJ90296	NT2RP2000394	C-NT2RP2000394	
AK074778	FLJ90297	NT2RP2000447	C-NT2RP2000447	
AK074779	FLJ90298	NT2RP2000479	C-NT2RP2000479	
AK074780	FLJ90299	NT2RP2000514	C-NT2RP2000514	
AK074781	FLJ90300	NT2RP2000533	C-NT2RP2000533	
AK074782	FLJ90301	NT2RP2000610	C-NT2RP2000610	
AK074783	FLJ90302	NT2RP2000616	C-NT2RP2000616	
AK074784	FLJ90303	NT2RP2000649	C-NT2RP2000649	
AK074785	FLJ90304	NT2RP2000663	C-NT2RP2000663	
AK074786	FLJ90305	NT2RP2000694	C-NT2RP2000694	
AK074787	FLJ90306	NT2RP2000712	C-NT2RP2000712	
AK074788	FLJ90307	NT2RP2000739	C-NT2RP2000739	
AK074789	FLJ90308	NT2RP2000818	C-NT2RP2000818	
AK074790	FLJ90309	NT2RP2000903	C-NT2RP2000903	
AK074791	FLJ90310	NT2RP2001200	C-NT2RP2001200	
AK074792	FLJ90311	NT2RP2001223	C-NT2RP2001223	
AK074793	FLJ90312	NT2RP2001276	C-NT2RP2001276	
AK074794	FLJ90313	NT2RP2001388	C-NT2RP2001388	
AK074795	FLJ90314	NT2RP2001469	C-NT2RP2001469	
AK074796	FLJ90315	NT2RP2001480	C-NT2RP2001480	
AK074797	FLJ90316	NT2RP2001495	C-NT2RP2001495	
AK074798	FLJ90317	NT2RP2001514	C-NT2RP2001514	
AK074799	FLJ90318	NT2RP2001529	C-NT2RP2001529	
AK074800	FLJ90319	NT2RP2001538	C-NT2RP2001538	
AK074801	FLJ90320	NT2RP2001562	C-NT2RP2001562	
AK074802	FLJ90321	NT2RP2001662	C-NT2RP2001662	
AK074803	FLJ90322	NT2RP2001755	C-NT2RP2001755	
AK074804	FLJ90323	NT2RP2001769	C-NT2RP2001769	
AK074805	FLJ90324	NT2RP2001817	C-NT2RP2001817	
AK074806	FLJ90325	NT2RP2001878	C-NT2RP2001878	
AK074807	FLJ90326	NT2RP2001903	C-NT2RP2001903	
AK074808	FLJ90327	NT2RP2001915	C-NT2RP2001915	
AK074809	FLJ90328	NT2RP2001921	C-NT2RP2001921	
AK074810	FLJ90329	NT2RP2001948	C-NT2RP2001948	
AK074811	FLJ90330	NT2RP2001956	C-NT2RP2001956	
AK074812	FLJ90331	NT2RP2002015	C-NT2RP2002015	
AK074813	FLJ90332	NT2RP2002063	C-NT2RP2002063	
AK074814	FLJ90333	NT2RP2002188	C-NT2RP2002188	
AK074815	FLJ90334	NT2RP2002232	C-NT2RP2002232	
AK074816	FLJ90335	NT2RP2002304	C-NT2RP2002304	
AK074817	FLJ90336	NT2RP2002409	C-NT2RP2002409	
AK074818	FLJ90337	NT2RP2002510	C-NT2RP2002510	
AK074819	FLJ90338	NT2RP2002527	C-NT2RP2002527	
AK074820	FLJ90339	NT2RP2002533	C-NT2RP2002533	
AK074821	FLJ90340	NT2RP2002564	C-NT2RP2002564	
AK074822	FLJ90341	NT2RP2002674	C-NT2RP2002674	
AK074823	FLJ90342	NT2RP2002721	C-NT2RP2002721	
AK074824	FLJ90343	NT2RP2002824	C-NT2RP2002824	
AK074825	FLJ90344	NT2RP2002942	C-NT2RP2002942	
AK074826	FLJ90345	NT2RP2002974	C-NT2RP2002974	
AK074827	FLJ90346	NT2RP2002976	C-NT2RP2002976	
AK074828	FLJ90347	NT2RP2003042	C-NT2RP2003042	
AK074829	FLJ90348	NT2RP2003138	C-NT2RP2003138	
AK074830	FLJ90349	NT2RP2003179	C-NT2RP2003179	
AK074831	FLJ90350	NT2RP2003210	C-NT2RP2003210	
AK074832	FLJ90351	NT2RP2003302	C-NT2RP2003302	
AK074833	FLJ90352	NT2RP2003369	C-NT2RP2003369	
AK074834	FLJ90353	NT2RP2003383	C-NT2RP2003383	
AK074835	FLJ90354	NT2RP2003390	C-NT2RP2003390	
AK074836	FLJ90355	NT2RP2003469	C-NT2RP2003469	
AK074837	FLJ90356	NT2RP2003545	C-NT2RP2003545	
AK074838	FLJ90357	NT2RP2003593	C-NT2RP2003593	
AK074839	FLJ90358	NT2RP2003599	C-NT2RP2003599	
AK074840	FLJ90359	NT2RP2003655	C-NT2RP2003655	
AK074841	FLJ90360	NT2RP2003664	C-NT2RP2003664	
AK074842	FLJ90361	NT2RP2003931	C-NT2RP2003931	
AK074843	FLJ90362	NT2RP2003940	C-NT2RP2003940	
AK074844	FLJ90363	NT2RP2003950	C-NT2RP2003950	
AK074845	FLJ90364	NT2RP2004069	C-NT2RP2004069	
AK074846	FLJ90365	NT2RP2004108	C-NT2RP2004108	
AK074847	FLJ90366	NT2RP2004141	C-NT2RP2004141	
AK074848	FLJ90367	NT2RP2004179	C-NT2RP2004179	
AK074849	FLJ90368	NT2RP2004205	C-NT2RP2004205	
AK074850	FLJ90369	NT2RP2004447	C-NT2RP2004447	
AK074851	FLJ90370	NT2RP2004495	C-NT2RP2004495	
AK074852	FLJ90371	NT2RP2004524	C-NT2RP2004524	
AK074853	FLJ90372	NT2RP2004556	C-NT2RP2004556	
AK074854	FLJ90373	NT2RP2004606	C-NT2RP2004606	
AK074855	FLJ90374	NT2RP2004648	C-NT2RP2004648	
AK074856	FLJ90375	NT2RP2004670	C-NT2RP2004670	
AK074857	FLJ90376	NT2RP2004794	C-NT2RP2004794	
AK074858	FLJ90377	NT2RP2004837	C-NT2RP2004837	
AK074859	FLJ90378	NT2RP2004847	C-NT2RP2004847	
AK074860	FLJ90379	NT2RP2004932	C-NT2RP2004932	
AK074861	FLJ90380	NT2RP2005027	C-NT2RP2005027	
AK074862	FLJ90381	NT2RP2005035	C-NT2RP2005035	
AK074863	FLJ90382	NT2RP2005069	C-NT2RP2005069	
AK074864	FLJ90383	NT2RP2005163	C-NT2RP2005163	
AK074865	FLJ90384	NT2RP2005181	C-NT2RP2005181	
AK074866	FLJ90385	NT2RP2005247	C-NT2RP2005247	
AK074867	FLJ90386	NT2RP2005378	C-NT2RP2005378	
AK074868	FLJ90387	NT2RP2005391	C-NT2RP2005391	
AK074869	FLJ90388	NT2RP2005425	C-NT2RP2005425	
AK074870	FLJ90389	NT2RP2005463	C-NT2RP2005463	
AK074871	FLJ90390	NT2RP2005514	C-NT2RP2005514	
AK074872	FLJ90391	NT2RP2005535	C-NT2RP2005535	
AK074873	FLJ90392	NT2RP2005541	C-NT2RP2005541	
AK074874	FLJ90393	NT2RP2005597	C-NT2RP2005597	
AK074875	FLJ90394	NT2RP2005632	C-NT2RP2005632	
AK074876	FLJ90395	NT2RP2005666	C-NT2RP2005666	
AK074877	FLJ90396	NT2RP2005774	C-NT2RP2005774	
AK074878	FLJ90397	NT2RP2005878	C-NT2RP2005878	
AK074879	FLJ90398	NT2RP2005883	C-NT2RP2005883	
AK074880	FLJ90399	NT2RP2005887	C-NT2RP2005887	
AK074881	FLJ90400	NT2RP2005941	C-NT2RP2005941	
AK074882	FLJ90401	NT2RP2005994	C-NT2RP2005994	
AK074883	FLJ90402	NT2RP2006004	C-NT2RP2006004	
AK074884	FLJ90403	NT2RP2006042	C-NT2RP2006042	
AK074885	FLJ90404	NT2RP2006092	C-NT2RP2006092	
AK074886	FLJ90405	NT2RP2006099	C-NT2RP2006099	
AK074887	FLJ90406	NT2RP2006134	C-NT2RP2006134	
AK074888	FLJ90407	NT2RP2006269	C-NT2RP2006269	
AK074889	FLJ90408	NT2RP2006512	C-NT2RP2006512	
AK074890	FLJ90409	NT2RP2006580	C-NT2RP2006580	
AK074891	FLJ90410	NT2RP3000011	C-NT2RP3000011	
AK074892	FLJ90411	NT2RP3000022	C-NT2RP3000022	
AK074893	FLJ90412	NT2RP3000059	C-NT2RP3000059	
AK074894	FLJ90413	NT2RP3000063	C-NT2RP3000063	
AK074895	FLJ90414	NT2RP3000125	C-NT2RP3000125	
AK074896	FLJ90415	NT2RP3000148	C-NT2RP3000148	
AK074897	FLJ90416	NT2RP3000169	C-NT2RP3000169	
AK074898	FLJ90417	NT2RP3000171	C-NT2RP3000171	
AK074899	FLJ90418	NT2RP3000172	C-NT2RP3000172	
AK074900	FLJ90419	NT2RP3000201	C-NT2RP3000201	
AK074901	FLJ90420	NT2RP3000232	C-NT2RP3000232	
AK074902	FLJ90421	NT2RP3000304	C-NT2RP3000304	
AK074903	FLJ90422	NT2RP3000378	C-NT2RP3000378	
AK074904	FLJ90423	NT2RP3000427	C-NT2RP3000427	
AK074905	FLJ90424	NT2RP3000436	C-NT2RP3000436	
AK074906	FLJ90425	NT2RP3000444	C-NT2RP3000444	
AK074907	FLJ90426	NT2RP3000460	C-NT2RP3000460	
AK074908	FLJ90427	NT2RP3000481	C-NT2RP3000481	
AK074909	FLJ90428	NT2RP3000616	C-NT2RP3000616	
AK074910	FLJ90429	NT2RP3000645	C-NT2RP3000645	
AK074911	FLJ90430	NT2RP3000652	C-NT2RP3000652	
AK074912	FLJ90431	NT2RP3000676	C-NT2RP3000676	
AK074913	FLJ90432	NT2RP3000677	C-NT2RP3000677	
AK074914	FLJ90433	NT2RP3000721	C-NT2RP3000721	
AK074915	FLJ90434	NT2RP3000789	C-NT2RP3000789	
AK074916	FLJ90435	NT2RP3000818	C-NT2RP3000818	
AK074917	FLJ90436	NT2RP3000820	C-NT2RP3000820	
AK074918	FLJ90437	NT2RP3000838	C-NT2RP3000838	
AK074919	FLJ90438	NT2RP3000871	C-NT2RP3000871	
AK074920	FLJ90439	NT2RP3000907	C-NT2RP3000907	
AK074921	FLJ90440	NT2RP3000921	C-NT2RP3000921	
AK074922	FLJ90441	NT2RP3001012	C-NT2RP3001012	
AK074923	FLJ90442	NT2RP3001044	C-NT2RP3001044	
AK074924	FLJ90443	NT2RP3001061	C-NT2RP3001061	
AK074925	FLJ90444	NT2RP3001159	C-NT2RP3001159	
AK074926	FLJ90445	NT2RP3001170	C-NT2RP3001170	
AK074927	FLJ90446	NT2RP3001195	C-NT2RP3001195	
AK074928	FLJ90447	NT2RP3001240	C-NT2RP3001240	
AK074929	FLJ90448	NT2RP3001271	C-NT2RP3001271	
AK074930	FLJ90449	NT2RP3001322	C-NT2RP3001322	
AK074931	FLJ90450	NT2RP3001388	C-NT2RP3001388	
AK074932	FLJ90451	NT2RP3001416	C-NT2RP3001416	
AK074933	FLJ90452	NT2RP3001475	C-NT2RP3001475	
AK074934	FLJ90453	NT2RP3001542	C-NT2RP3001542	
AK074935	FLJ90454	NT2RP3001560	C-NT2RP3001560	
AK074936	FLJ90455	NT2RP3001592	C-NT2RP3001592	
AK074937	FLJ90456	NT2RP3001650	C-NT2RP3001650	
AK074938	FLJ90457	NT2RP3001685	C-NT2RP3001685	
AK074939	FLJ90458	NT2RP3001738	C-NT2RP3001738	
AK074940	FLJ90459	NT2RP3001754	C-NT2RP3001754	
AK074941	FLJ90460	NT2RP3001858	C-NT2RP3001858	
AK074942	FLJ90461	NT2RP3001976	C-NT2RP3001976	
AK074943	FLJ90462	NT2RP3002015	C-NT2RP3002015	
AK074944	FLJ90463	NT2RP3002160	C-NT2RP3002160	
AK074945	FLJ90464	NT2RP3002281	C-NT2RP3002281	
AK074946	FLJ90465	NT2RP3002286	C-NT2RP3002286	
AK074947	FLJ90466	NT2RP3002311	C-NT2RP3002311	
AK074948	FLJ90467	NT2RP3002324	C-NT2RP3002324	
AK074949	FLJ90468	NT2RP3002342	C-NT2RP3002342	
AK074950	FLJ90469	NT2RP3002353	C-NT2RP3002353	
AK074951	FLJ90470	NT2RP3002409	C-NT2RP3002409	
AK074952	FLJ90471	NT2RP3002411	C-NT2RP3002411	
AK074953	FLJ90472	NT2RP3002448	C-NT2RP3002448	
AK074954	FLJ90473	NT2RP3002571	C-NT2RP3002571	
AK074955	FLJ90474	NT2RP3002664	C-NT2RP3002664	
AK074956	FLJ90475	NT2RP3002721	C-NT2RP3002721	
AK074957	FLJ90476	NT2RP3002737	C-NT2RP3002737	
AK074958	FLJ90477	NT2RP3002738	C-NT2RP3002738	
AK074959	FLJ90478	NT2RP3002790	C-NT2RP3002790	
AK074960	FLJ90479	NT2RP3002836	C-NT2RP3002836	
AK074961	FLJ90480	NT2RP3002887	C-NT2RP3002887	
AK074962	FLJ90481	NT2RP3002900	C-NT2RP3002900	
AK074963	FLJ90482	NT2RP3002958	C-NT2RP3002958	
AK074964	FLJ90483	NT2RP3002983	C-NT2RP3002983	
AK074965	FLJ90484	NT2RP3003000	C-NT2RP3003000	
AK074966	FLJ90485	NT2RP3003076	C-NT2RP3003076	
AK074967	FLJ90486	NT2RP3003354	C-NT2RP3003354	
AK074968	FLJ90487	NT2RP3003448	C-NT2RP3003448	
AK074969	FLJ90488	NT2RP3003469	C-NT2RP3003469	
AK074970	FLJ90489	NT2RP3003473	C-NT2RP3003473	
AK074971	FLJ90490	NT2RP3003527	C-NT2RP3003527	
AK074972	FLJ90491	NT2RP3003532	C-NT2RP3003532	
AK074973	FLJ90492	NT2RP3003535	C-NT2RP3003535	
AK074974	FLJ90493	NT2RP3003559	C-NT2RP3003559	
AK074975	FLJ90494	NT2RP3003614	C-NT2RP3003614	
AK074976	FLJ90495	NT2RP3003729	C-NT2RP3003729	
AK074977	FLJ90496	NT2RP3003849	C-NT2RP3003849	
AK074978	FLJ90497	NT2RP3003874	C-NT2RP3003874	
AK074979	FLJ90498	NT2RP3003963	C-NT2RP3003963	
AK074980	FLJ90499	NT2RP3004000	C-NT2RP3004000	
AK074981	FLJ90500	NT2RP3004025	C-NT2RP3004025	
AK074982	FLJ90501	NT2RP3004067	C-NT2RP3004067	
AK074983	FLJ90502	NT2RP3004075	C-NT2RP3004075	
AK074984	FLJ90503	NT2RP3004083	C-NT2RP3004083	
AK074985	FLJ90504	NT2RP3004090	C-NT2RP3004090	
AK074986	FLJ90505	NT2RP3004119	C-NT2RP3004119	
AK074987	FLJ90506	NT2RP3004130	C-NT2RP3004130	
AK074988	FLJ90507	NT2RP3004133	C-NT2RP3004133	
AK074989	FLJ90508	NT2RP3004202	C-NT2RP3004202	
AK074990	FLJ90509	NT2RP3004294	C-NT2RP3004294	
AK074991	FLJ90510	NT2RP3004309	C-NT2RP3004309	
AK074992	FLJ90511	NT2RP3004321	C-NT2RP3004321	
AK074993	FLJ90512	NT2RP3004345	C-NT2RP3004345	
AK074994	FLJ90513	NT2RP3004355	C-NT2RP3004355	
AK074995	FLJ90514	NT2RP3004374	C-NT2RP3004374	
AK074996	FLJ90515	NT2RP3004406	C-NT2RP3004406	
AK074997	FLJ90516	NT2RP3004481	C-NT2RP3004481	
AK074998	FLJ90517	NT2RP3004552	C-NT2RP3004552	
AK074999	FLJ90518	NT2RP3004557	C-NT2RP3004557	
AK075000	FLJ90519	NT2RP3004625	C-NT2RP3004625	
AK075001	FLJ90520	NT2RP3004640	C-NT2RP3004640	
AK075002	FLJ90521	NT2RP3004647	C-NT2RP3004647	
AK075003	FLJ90522	NT2RP4000108	C-NT2RP4000108	
AK075004	FLJ90523	NT2RP4000634	C-NT2RP4000634	
AK075005	FLJ90524	NT2RP4000962	C-NT2RP4000962	
AK075006	FLJ90525	NT2RP4001001	C-NT2RP4001001	
AK075007	FLJ90526	NT2RP4001009	C-NT2RP4001009	
