,NCBI_ID,gene_symbol,collision,source,HGNC_ID,ENSG_ID,alias_symbol
1074,GENE ID:129642,MBOAT2,LPCAT4,NCBI,HGNC:25193,ENSG00000143797,"LPAAT,LPCAT,LPCAT4,LPEAT,LPLAT 2,LPLAT13,OACT2"
1075,GENE ID:3936,LCP1,LPL,NCBI,HGNC:6528,ENSG00000136167,"CP64,HEL-S-37,L-PLASTIN,LC64P,LPL,PLS2"
1076,GENE ID:10438,C1D,LRP1,NCBI,HGNC:29911,ENSG00000197223,"LRP1,Rrp47,SUN-CoR,SUNCOR,hC1D"
1077,GENE ID:4038,LRP4,LRP10,NCBI,HGNC:6696,ENSG00000134569,"CLSS,CMS17,LRP-4,LRP10,MEGF7,SOST2"
1078,GENE ID:353322,ANKRD37,LRP2BP,NCBI,HGNC:29593,ENSG00000186352,Lrp2bp
1079,GENE ID:10699,CORIN,LRP4,NCBI,HGNC:19012,ENSG00000145244,"ATC2,CMH30,CRN,Lrp4,PEE5,TMPRSS10"
1080,GENE ID:374819,LRRC37A3,LRRC37A,NCBI,HGNC:32427,ENSG00000176809,"LRRC37,LRRC37A"
1081,GENE ID:220074,LRTOMT,LRRC51,NCBI,HGNC:25033,ENSG00000284922,"CFAP111,DFNB63,LRRC51,LRRC51-TOMT,TOMT"
1082,GENE ID:4034,LRCH4,LRRN1,NCBI,HGNC:6691,ENSG00000077454,"LRN,LRRN1,LRRN4,PP14183"
1084,GENE ID:285194,TUSC7,LSAMP-AS1,NCBI,HGNC:27701,ENSG00000243197,"LINC00902,LSAMP-AS1,LSAMP-AS3,LSAMPAS3,NCRNA00295"
1085,GENE ID:64327,LMBR1,LSS,NCBI,HGNC:13243,ENSG00000105983,"ACHP,C7orf2,DIF14,LSS,PPD2,THYP,TPT,TPTPS,ZRS"
1086,GENE ID:10599,SLCO1B1,LST1,NCBI,HGNC:10959,ENSG00000134538,"HBLRR,LST-1,LST1,OATP-C,OATP1B1,OATP2,OATPC,SLC21A6"
1087,GENE ID:4054,LTBP3,LTBP2,NCBI,HGNC:6716,ENSG00000168056,"DASS,GPHYSD3,LTBP-3,LTBP2,STHAG6,pp6425"
1088,GENE ID:4053,LTBP2,LTBP3,NCBI,HGNC:6715,ENSG00000119681,"C14orf141,GLC3D,LTBP3,MSPKA,MSTP031,WMS3"
1089,GENE ID:259215,LY6G6F,LY6G6D,NCBI,HGNC:13933,ENSG00000204424,"C6orf21,G6f,LY6G6,LY6G6D,NG32"
1090,GENE ID:100526664,LY75-CD302,LY75,NCBI,HGNC:38828,ENSG00000248672,"CD205,CLEC13B,DEC-205,LY75,Ly-75,gp200-MR6"
1091,GENE ID:643723,LYPLAL1-DT,LYPLAL1-AS1,NCBI,HGNC:50560,ENSG00000228063,LYPLAL1-AS1
1092,GENE ID:2108,ETFA,MADD,NCBI,HGNC:3481,ENSG00000140374,"EMA,GA2,MADD"
1093,GENE ID:2109,ETFB,MADD,NCBI,HGNC:3482,ENSG00000105379,"FP585,MADD"
1094,GENE ID:2110,ETFDH,MADD,NCBI,HGNC:3483,ENSG00000171503,"ETFQO,MADD"
1095,GENE ID:10219,KLRG1,MAFA,NCBI,HGNC:6380,ENSG00000139187,"2F1,CLEC15A,MAFA,MAFA-2F1,MAFA-L,MAFA-LIKE"
1096,GENE ID:92659,MILIP,MAFG-AS1,NCBI,HGNC:43649,ENSG00000265688,"MAFG-AS1,MAFG-DT"
1097,GENE ID:4104,MAGEA5P,MAGEA4,NCBI,HGNC:6803,,"CT1.5,MAGE5,MAGEA4,MAGEA5"
1098,GENE ID:4102,MAGEA3,MAGEA6,NCBI,HGNC:6801,ENSG00000221867,"CT1.3,HIP8,HYPD,MAGE3,MAGEA6"
1099,GENE ID:728239,MAGED4,MAGEE1,NCBI,HGNC:23793,ENSG00000154545,"MAGE-D4,MAGE-E1,MAGE1,MAGEE1"
1100,GENE ID:51438,MAGEC2,MAGEE1,NCBI,HGNC:13574,ENSG00000046774,"CT10,HCA587,MAGEE1"
1101,GENE ID:154043,CNKSR3,MAGI1,NCBI,HGNC:23034,ENSG00000153721,"CNK3,CNK3/IPCEF1,MAGI1"
1102,GENE ID:55110,MAGOHB,MAGOH,NCBI,HGNC:25504,ENSG00000111196,"MGN2,mago,magoh"
1103,GENE ID:57538,ALPK3,MAK,NCBI,HGNC:17574,ENSG00000136383,"CMH27,MAK,MIDORI"
1104,GENE ID:114609,TIRAP,MAL,NCBI,HGNC:17192,ENSG00000150455,"BACTS1,Mal,MyD88-2,wyatt"
1105,GENE ID:57591,MRTFA,MAL,NCBI,HGNC:14334,ENSG00000196588,"BSAC,MAL,MKL,MKL1,MRTF-A"
1106,GENE ID:23373,CRTC1,MAML2,NCBI,HGNC:16062,ENSG00000105662,"MAML2,MECT1,Mam-2,TORC-1,TORC1,WAMTP1"
1107,GENE ID:23173,METAP1,MAP1A,NCBI,HGNC:15789,ENSG00000164024,"MAP1A,MetAP1A"
1108,GENE ID:10988,METAP2,MAP2,NCBI,HGNC:16672,ENSG00000111142,"MAP2,MNPEP,p67eIF2"
1109,GENE ID:9512,PMPCB,MAS1,NCBI,HGNC:9119,ENSG00000105819,"Beta-MPP,MAS1,MPP11,MPPB,MPPP52,P-52"
1110,GENE ID:23332,CLASP1,MAST1,NCBI,HGNC:17088,ENSG00000074054,MAST1
1111,GENE ID:1800,DPEP1,MBD1,NCBI,HGNC:3002,ENSG00000015413,"MBD1,MDP,RDP"
1112,GENE ID:64174,DPEP2,MBD2,NCBI,HGNC:23028,ENSG00000167261,MBD2
1113,GENE ID:64180,DPEP3,MBD3,NCBI,HGNC:23029,ENSG00000141096,MBD3
1114,GENE ID:4153,MBL2,MBP,NCBI,HGNC:6922,ENSG00000165471,"COLEC1,HSMBPC,MBL,MBL2D,MBP,MBP-C,MBP1,MBPD"
1115,GENE ID:5553,PRG2,MBP,NCBI,HGNC:9362,ENSG00000186652,"BMPG,MBP,MBP1,proMBP"
1116,GENE ID:4176,MCM7,MCM2,NCBI,HGNC:6950,ENSG00000166508,"CDC47,MCM2,P1.1-MCM3,P1CDC47,P85MCM,PNAS146,PPP1R104"
1117,GENE ID:106480278,MCRIP2P2,MCRIP2P1,NCBI,HGNC:49631,ENSG00000270920,"FAM195DP,MCRIP2P1"
1118,GENE ID:5428,POLG,MDP1,NCBI,HGNC:9179,ENSG00000140521,"MDP1,MIRAS,MTDPS4A,MTDPS4B,PEO,POLG1,POLGA,SANDO,SCAE"
1119,GENE ID:57717,PCDHB16,ME1,NCBI,HGNC:14546,ENSG00000272674,"ME1,PCDH-BETA16,PCDH3X,PCDHB8a"
1120,GENE ID:9620,CELSR1,ME2,NCBI,HGNC:1850,ENSG00000075275,"ADGRC1,CDHF9,FMI2,HFMI2,LMPHM9,ME2"
1121,GENE ID:56125,PCDHB11,ME2,NCBI,HGNC:8682,ENSG00000197479,"ME2,PCDH-BETA11"
1122,GENE ID:56110,PCDHGA5,ME3,NCBI,HGNC:8703,ENSG00000253485,"CDH-GAMMA-A5,ME3,PCDH-GAMMA-A5"
1123,GENE ID:8930,MBD4,MED1,NCBI,HGNC:6919,ENSG00000129071,"MED1,TPDS2,UVM1"
1124,GENE ID:6837,MED22,MED24,NCBI,HGNC:11477,ENSG00000148297,"MED24,SRB6,SURF5,surf-5"
1125,GENE ID:55090,MED9,MED25,NCBI,HGNC:25487,ENSG00000141026,MED25
1126,GENE ID:4207,BORCS8-MEF2B,MEF2B,NCBI,HGNC:39979,ENSG00000213999,"LOC729991-MEF2B,MEF2B,MEF2BNB-MEF2B,RSRFR2"
1127,GENE ID:4213,MEIS3P1,MEIS3,NCBI,HGNC:7002,,"MEIS3,MEIS4,MRG2"
1128,GENE ID:79811,SLTM,MET,NCBI,HGNC:20709,ENSG00000137776,Met
1129,GENE ID:8731,RNMT,MET,NCBI,HGNC:10075,ENSG00000101654,"CMT1,CMT1c,MET,Met,N7-MTase,RG7MT1,cm1p,hCMT1,hMet"
1131,GENE ID:55798,METTL2B,METTL2A,NCBI,HGNC:18272,ENSG00000165055,"METL,METTL2,METTL2A,PSENIP1"
1132,GENE ID:114902,C1QTNF5,MFRP,NCBI,HGNC:14344,ENSG00000223953,"CTRP5,MFRP"
1133,GENE ID:8972,MGAM,MGA,NCBI,HGNC:7043,ENSG00000257335,"MG,MGA"
1134,GENE ID:116255,MOGAT1,MGAT1,NCBI,HGNC:18210,ENSG00000124003,"DGAT2L,DGAT2L1,MGAT1"
1135,GENE ID:80168,MOGAT2,MGAT2,NCBI,HGNC:23248,ENSG00000166391,"DGAT2L5,DGAT2L5.,MGAT2,hDC5"
1136,GENE ID:346606,MOGAT3,MGAT3,NCBI,HGNC:23249,ENSG00000106384,"DC7,DGAT2L2,MGAT3"
1137,GENE ID:387885,CFAP73,MIA2,NCBI,HGNC:37100,ENSG00000186710,"CCDC42B,MIA2"
1138,GENE ID:4350,MPG,MID1,NCBI,HGNC:7211,ENSG00000103152,"AAG,ADPG,APNG,CRA36.1,MDG,Mid1,PIG11,PIG16,anpg"
1139,GENE ID:127898561,MIURF,MIEF1,NCBI,,ENSG00000285025,"AltMIEF1,AltMiD51,MIEF1,MIEF1-MP"
1140,GENE ID:6279,S100A8,MIF,NCBI,HGNC:10498,ENSG00000143546,"60B8AG,CAGA,CFAG,CGLA,CP-10,L1Ag,MA387,MIF,MRP8,NIF,P8,S100-A8"
1141,GENE ID:6280,S100A9,MIF,NCBI,HGNC:10499,ENSG00000163220,"60B8AG,CAGB,CFAG,CGLB,L1AG,LIAG,MAC387,MIF,MRP14,NIF,P14,S100-A9"
1142,GENE ID:268,AMH,MIF,NCBI,HGNC:464,ENSG00000104899,"MIF,MIS"
1143,GENE ID:727764,MAFIP,MIP,NCBI,HGNC:31102,,"MIP,TEKT4P4,pp5644"
1144,GENE ID:4285,MIPEP,MIP,NCBI,HGNC:7104,ENSG00000027001,"COXPD31,HMIP,MIP"
1145,GENE ID:3842,TNPO1,MIP,NCBI,HGNC:6401,ENSG00000083312,"IPO2,KPNB2,MIP,MIP1,TRN"
1146,GENE ID:677815,SNORA2C,MIR1291,NCBI,HGNC:32624,ENSG00000221491,"ACA34,MIR1291,SNORA34"
1147,GENE ID:406980,MIR19B1,MIR17HG,NCBI,HGNC:31575,ENSG00000284375,"C13orf25,MIR17HG,MIR19B,MIRH1,MIRHG1,MIRN19B1,miR-19b-1,miRNA19B1"
1148,GENE ID:406982,MIR20A,MIR17HG,NCBI,HGNC:31577,ENSG00000283762,"C13orf25,MIR17HG,MIR20,MIRH1,MIRHG1,MIRN20,MIRN20A,hsa-mir-20,hsa-mir-20a,miR-20,miRNA20A,mir-20a"
1149,GENE ID:407048,MIR92A1,MIR17HG,NCBI,HGNC:31643,ENSG00000283705,"C13orf25,MIR17HG,MIR92-1,MIRH1,MIRHG1,MIRN92-1,MIRN92A-1,MIRN92A1,miRNA92-1,mir-92a-1"
1150,GENE ID:406979,MIR19A,MIR17HG,NCBI,HGNC:31574,ENSG00000284204,"C13orf25,MIR17HG,MIRH1,MIRHG1,MIRN19A,hsa-mir-19a,miR-19a,miRNA19A"
1151,GENE ID:406953,MIR18A,MIR17HG,NCBI,HGNC:31548,ENSG00000283815,"C13orf25,MIR17HG,MIR18,MIRH1,MIRHG1,MIRN18,MIRN18A,hsa-mir-18,hsa-mir-18a,miR-18,miRNA18A,mir-18a"
1152,GENE ID:11167,FSTL1,MIR198,NCBI,HGNC:3972,ENSG00000163430,"FRP,FSL1,MIR198,OCC-1,OCC1,tsc36"
1153,GENE ID:100616134,MIR499B,MIR499A,NCBI,HGNC:41640,ENSG00000283441,"MIR499A,hsa-mir-499b"
1154,GENE ID:102466252,MIR8069-1,MIR8069,NCBI,,ENSG00000284550,"MIR8069,hsa-mir-8069,hsa-mir-8069-1"
1155,GENE ID:4632,MYL1,MLC1,NCBI,HGNC:7582,ENSG00000168530,"CMYO14,CMYP14,MLC-1,MLC1,MLC1/3,MLC1F,MLC3F,MYOFTA"
1156,GENE ID:100507027,MRLN,MLN,NCBI,HGNC:48649,ENSG00000227877,"LINC00948,Linc-RAM,M1,MLN,MUSER1"
1157,GENE ID:51085,MLXIPL,MLX,NCBI,HGNC:12744,ENSG00000009950,"CHREBP,MIO,MLX,MONDOB,WBSCR14,WS-bHLH,bHLHd14"
1158,GENE ID:387254,SLC7A5P2,MMAA,NCBI,HGNC:24951,,"IMAA,MMAA"
1159,GENE ID:4321,MMP12,MME,NCBI,HGNC:7158,ENSG00000262406,"HME,ME,MME,MMP-12"
1160,GENE ID:64386,MMP25,MMP20,NCBI,HGNC:14246,ENSG00000008516,"MMP-25,MMP20,MMP20A,MMPL1,MT-MMP 6,MT-MMP6,MT6-MMP,MT6MMP,MTMMP6"
1161,GENE ID:8511,MMP23A,MMP21,NCBI,HGNC:7170,ENSG00000310190,"MIFR,MIFR-1,MMP21"
1162,GENE ID:8510,MMP23B,MMP23A,NCBI,HGNC:7171,ENSG00000189409,"MIFR,MIFR-1,MMP22,MMP23A"
1163,GENE ID:79148,MMP28,MMP25,NCBI,HGNC:14366,ENSG00000271447,"EPILYSIN,MM28,MMP-25,MMP-28,MMP25"
1164,GENE ID:10893,MMP24,MMP25,NCBI,HGNC:7172,ENSG00000125966,"MMP-24,MMP25,MT-MMP 5,MT-MMP5,MT5-MMP,MT5MMP,MTMMP5"
1165,GENE ID:55034,MOCOS,MOS,NCBI,HGNC:18234,ENSG00000075643,"HMCS,MCS,MOS"
1166,GENE ID:84708,LNX1,MPDZ,NCBI,HGNC:6657,ENSG00000072201,"LNX,MPDZ,PDZRN2"
1167,GENE ID:6590,SLPI,MPI,NCBI,HGNC:11092,ENSG00000124107,"ALK1,ALP,BLPI,HUSI,HUSI-I,MPI,WAP4,WFDC4"
1168,GENE ID:9585,KIF20B,MPP1,NCBI,HGNC:7212,ENSG00000138182,"CT90,KRMP1,MPHOSPH1,MPP-1,MPP1"
1169,GENE ID:2305,FOXM1,MPP2,NCBI,HGNC:3818,ENSG00000111206,"FKHL16,FOXM1A,FOXM1B,FOXM1C,HFH-11,HFH11,HNF-3,INS-1,MPHOSPH2,MPP-2,MPP2,PIG29,TRIDENT"
1170,GENE ID:3609,ILF3,MPP4,NCBI,HGNC:6038,ENSG00000129351,"CBTF,DRBF,DRBP76,MMP4,MPHOSPH4,MPP4,MPP4110,NF-AT-90,NF110,NF110b,NF90,NF90a,NF90b,NF90c,NF90ctv,NFAR,NFAR-1,NFAR-2,NFAR110,NFAR2,NFAR90,TCP110,TCP80"
1171,GENE ID:8208,CHAF1B,MPP7,NCBI,HGNC:1911,ENSG00000159259,"CAF-1,CAF-IP60,CAF1,CAF1A,CAF1P60,MPHOSPH7,MPP7"
1172,GENE ID:25953,PNKD,MR1,NCBI,HGNC:9153,ENSG00000127838,"BRP17,DYT8,FKSG19,FPD1,KIPP1184,MR-1,MR-1S,MR1,PDC,PKND1,PNKD1,R1,TAHCCP2"
1173,GENE ID:4043,LRPAP1,MRAP,NCBI,HGNC:6701,ENSG00000163956,"A2MRAP,A2RAP,HBP44,MRAP,MYP23,RAP,alpha-2-MRAP"
1174,GENE ID:100527960,MROH7-TTC4,MROH7,NCBI,HGNC:49180,ENSG00000271723,"C1orf175,HEATR8,HEATR8-TTC4,MROH7"
1175,GENE ID:9801,MRPL19,MRPL15,NCBI,HGNC:14052,ENSG00000115364,"L15mt,L19mt,MRP-L15,MRP-L19,MRPL15,RLX1,RPML15,bL19m"
1176,GENE ID:51253,MRPL37,MRPL2,NCBI,HGNC:14034,ENSG00000116221,"L2mt,L37mt,MRP-L2,MRP-L37,MRPL2,RPML2,mL37"
1177,GENE ID:64976,MRPL40,MRPL22,NCBI,HGNC:14491,ENSG00000185608,"L40mt,MRP-L22,MRP-L40,MRPL22,NLVCF,URIM,mL40"
1178,GENE ID:64975,MRPL41,MRPL27,NCBI,HGNC:14492,ENSG00000182154,"BMRP,MRP-L27,MRPL27,PIG3,RPML27,mL41"
1179,GENE ID:51263,MRPL30,MRPL28,NCBI,HGNC:14036,ENSG00000185414,"L28MT,L30MT,MRP-L28,MRP-L30,MRPL28,MRPL28M,RPML28,uL30m"
1180,GENE ID:64928,MRPL14,MRPL32,NCBI,HGNC:14279,ENSG00000180992,"L14mt,L32mt,MRP-L14,MRP-L32,MRPL32,RMPL32,RPML32,uL14m"
1181,GENE ID:65993,MRPS34,MRPS12,NCBI,HGNC:16618,ENSG00000074071,"COXPD32,MRP-S12,MRP-S34,MRPS12,mS34"
1182,GENE ID:60488,MRPS35,MRPS28,NCBI,HGNC:16635,ENSG00000061794,"HDCMD11P,MDS023,MRP-S28,MRPS28,mS35"
1183,GENE ID:28957,MRPS28,MRPS35,NCBI,HGNC:14513,ENSG00000147586,"COXPD47,HSPC007,MRP-S28,MRP-S35,MRPS35"
1184,GENE ID:54860,MS4A12,MS4A10,NCBI,HGNC:13370,ENSG00000071203,Ms4a10
1185,GENE ID:51338,MS4A4A,MS4A7,NCBI,HGNC:13371,ENSG00000110079,"4SPAN1,CD20-L1,CD20L1,HDCME31P,MS4A4,MS4A7"
1186,GENE ID:58475,MS4A7,MS4A8,NCBI,HGNC:13378,ENSG00000166927,"4SPAN2,CD20L4,CFFM4,MS4A8"
1187,GENE ID:51182,HSPA14,MSANTD7,NCBI,HGNC:29526,ENSG00000187522,"HSP70-4,HSP70L1,MSANTD7"
1188,GENE ID:51312,SLC25A37,MSC,NCBI,HGNC:29786,ENSG00000147454,"HT015,MFRN,MFRN1,MSC,MSCP,PRO1278,PRO1584,PRO2217"
1189,GENE ID:2027,ENO3,MSE,NCBI,HGNC:3354,ENSG00000108515,"GSD13,MSE"
1190,GENE ID:6629,SNRPB2,MSL1,NCBI,HGNC:11155,ENSG00000125870,"Msl1,U2B''"
1191,GENE ID:6789,STK4,MST1,NCBI,HGNC:11408,ENSG00000101109,"KRS2,MST1,YSK3"
1192,GENE ID:4068,SH2D1A,MTCP1,NCBI,HGNC:10820,ENSG00000183918,"DSHP,EBVS,IMD5,LYP,MTCP1,SAP,SAP/SH2D1A,XLP,XLPD,XLPD1"
1193,GENE ID:100272147,CMC4,MTCP1,NCBI,HGNC:35428,ENSG00000182712,"C6.1B,MTCP1,MTCP1B,MTCP1NB,p8,p8MTCP1"
1194,GENE ID:4661,MYT1,MTF1,NCBI,HGNC:7622,ENSG00000196132,"C20orf36,MTF1,MYTI,NZF2,PLPB1,ZC2H2C1,ZC2HC4A"
1195,GENE ID:4241,MELTF,MTF1,NCBI,HGNC:7037,ENSG00000163975,"CD228,MAP97,MFI2,MTF1,MTf"
1196,GENE ID:100132621,MTFR2P2,MTFR2P1,NCBI,HGNC:54774,,MTFR2P1
1197,GENE ID:100528021,ST20-MTHFS,MTHFS,NCBI,HGNC:44655,ENSG00000259332,MTHFS
1198,GENE ID:66036,MTMR9,MTMR8,NCBI,HGNC:14596,ENSG00000104643,"C8orf9,LIP-STYX,MTMR8"
1199,GENE ID:4571,TRNP,MTTP,NCBI,HGNC:7494,,MTTP
1200,GENE ID:57876,MUC3B,MUC3A,NCBI,HGNC:13384,,"MUC3,MUC3A"
1201,GENE ID:57644,MYH7B,MYH14,NCBI,HGNC:15906,ENSG00000078814,"MHC14,MYH14,lncMYH7b"
1202,GENE ID:100506826,MYLK-AS1,MYLK-AS2,NCBI,HGNC:42440,ENSG00000239523,MYLK-AS2
1203,GENE ID:27033,ZBTB32,MYNN,NCBI,HGNC:16763,ENSG00000011590,"FAXF,FAZF,Rog,TZFP,ZNF538,mynn"
1204,GENE ID:4643,MYO1E,MYO1C,NCBI,HGNC:7599,ENSG00000157483,"FSGS6,HuncM-IC,MYO1C"
1205,GENE ID:4620,MYH2,MYPOP,NCBI,HGNC:7572,ENSG00000125414,"CMYO6,CMYP6,IBM3,MYH2A,MYHSA2,MYHas8,MYPOP,MyHC-2A,MyHC-IIa"
1206,GENE ID:9088,PKMYT1,MYT1,NCBI,HGNC:29650,ENSG00000127564,"MYT1,PPP1R126"
1207,GENE ID:145781,GCOM1,MYZAP,NCBI,HGNC:26424,ENSG00000137878,"GRINL1A,Gcom2,MYZAP,MYZAP-POLR2M,gcom"
1208,GENE ID:51691,LSM8,NAA38,NCBI,HGNC:20471,ENSG00000128534,NAA38
1209,GENE ID:10318,TNIP1,NAF1,NCBI,HGNC:16903,ENSG00000145901,"ABIN-1,NAF1,VAN,nip40-1"
1210,GENE ID:388112,NANOGP8,NANOGP1,NCBI,HGNC:23106,ENSG00000255192,"NANOGP1,PN8"
1211,GENE ID:414132,NANOGP4,NANOGP2,NCBI,HGNC:23102,,NANOGP2
1212,GENE ID:414130,NANOGP7,NANOGP3,NCBI,HGNC:23105,,NANOGP3
1213,GENE ID:414131,NANOGP2,NANOGP4,NCBI,HGNC:23100,,NANOGP4
1214,GENE ID:349372,NANOGP10,NANOGP5,NCBI,HGNC:23108,,NANOGP5
1215,GENE ID:349386,NANOGP9,NANOGP6,NCBI,HGNC:23107,,NANOGP6
1216,GENE ID:9476,NAPSA,NAPA,NCBI,HGNC:13395,ENSG00000131400,"KAP,Kdap,NAP1,NAPA,NR1H2-AS1,SNAPA"
1217,GENE ID:10801,SEPTIN9,NAPB,NCBI,HGNC:7323,ENSG00000184640,"AF17q25,MSF,MSF1,NAPB,PNUTL4,SEPT9,SINT1,SeptD1"
1218,GENE ID:256236,NAPSB,NAPB,NCBI,HGNC:13396,ENSG00000291230,"NAP1L,NAP2,NAPB,NAPSBP"
1219,GENE ID:51444,RNF138,NARF,NCBI,HGNC:17765,ENSG00000134758,"HSD-4,NARF,STRIN,hNARF"
1220,GENE ID:6530,SLC6A2,NAT1,NCBI,HGNC:11048,ENSG00000103546,"NAT1,NET,NET1,SLC6A5"
1221,GENE ID:10991,SLC38A3,NAT1,NCBI,HGNC:18044,ENSG00000188338,"DEE102,G17,NAT1,SN1,SNAT3"
1222,GENE ID:1982,EIF4G2,NAT1,NCBI,HGNC:3297,ENSG00000110321,"AAG1,DAP5,NAT1,P97"
1223,GENE ID:81539,SLC38A1,NAT2,NCBI,HGNC:13447,ENSG00000111371,"ATA1,NAT2,SAT1,SNAT1"
1224,GENE ID:100532736,MICOS10-NBL1,NBL1,NCBI,HGNC:48338,ENSG00000158747,"C1orf151-NBL1,DAN,DAND1,MINOS1-NBL1,NBL1"
1225,GENE ID:9048,ARTN,NBN,NCBI,HGNC:727,ENSG00000117407,"ART,ENOVIN,EVN,NBN"
1226,GENE ID:100132406,NBPF10,NBPF9,NCBI,HGNC:31992,ENSG00000271425,"AB6,AG1,NBPF9"
1227,GENE ID:401,PHOX2A,NCAM2,NCBI,HGNC:691,ENSG00000165462,"ARIX,CFEOM2,FEOM2,NCAM2,PMX2A"
1228,GENE ID:80331,DNAJC5,NCL,NCBI,HGNC:16235,ENSG00000101152,"CLN4,CLN4B,CSP,DNAJC5A,NCL,mir-941-2,mir-941-3,mir-941-4,mir-941-5"
1229,GENE ID:100750325,RCAN3AS,NCMAP-DT,NCBI,HGNC:39009,ENSG00000286061,NCMAP-DT
1230,GENE ID:10625,IVNS1ABP,ND1,NCBI,HGNC:16951,ENSG00000116679,"ARA3,FLARA3,HSPC068,IMD70,KLHL39,ND1,NS-1,NS1-BP,NS1BP"
1231,GENE ID:360165,NDUFA4P1,NDUFA4,NCBI,HGNC:29835,,NDUFA4
1232,GENE ID:10103,TSPAN1,NET1,NCBI,HGNC:20657,ENSG00000117472,"NET1,TM4C,TM4SF"
1233,GENE ID:9423,NTN1,NET1,NCBI,HGNC:8029,ENSG00000065320,"MRMV4,NET1,NTN1L"
1234,GENE ID:9152,SLC6A5,NET1,NCBI,HGNC:11051,ENSG00000165970,"GLYT-2,GLYT2,HKPX3,NET1"
1236,GENE ID:55119,PRPF38B,NET1,NCBI,HGNC:25512,ENSG00000134186,NET1
1237,GENE ID:51162,EGFL7,NEU1,NCBI,HGNC:20594,ENSG00000172889,"NEU1,VE-STATIN,ZNEU1"
1238,GENE ID:54492,NEURL1B,NEURL3,NCBI,HGNC:35422,ENSG00000214357,"NEURL3,RNF67B,hNeur2,neur2"
1239,GENE ID:122405565,SMIM44,NFIC,NCBI,HGNC:55815,ENSG00000284638,"CTF5,NFI1_HUMAN,NFI2_HUMAN,NFIC"
1240,GENE ID:23560,GTPBP4,NGB,NCBI,HGNC:21535,ENSG00000107937,"CRFG,NGB,NOG1"
1241,GENE ID:729359,PLIN4,NIPA2,NCBI,HGNC:29393,ENSG00000167676,"KIAA1881,MDRV,MRUPAV,NIPA2,S3-12"
1242,GENE ID:2821,GPI,NLK,NCBI,HGNC:4458,ENSG00000105220,"AMF,CNSHA4,GNPI,NLK,PGI,PHI,SA-36,SA36"
1243,GENE ID:10457,GPNMB,NMB,NCBI,HGNC:4462,ENSG00000136235,"HGFIN,NMB,PLCA3"
1244,GENE ID:6023,RMRP,NME1,NCBI,HGNC:10031,ENSG00000277027,"CHH,NME1,RMRPR,RRP2"
1245,GENE ID:4641,MYO1C,NMI,NCBI,HGNC:7597,ENSG00000197879,"MMI-beta,MMIb,MyoIC,NMI,myr2"
1246,GENE ID:56413,LTB4R2,NOP9,NCBI,HGNC:19260,ENSG00000213906,"BLT2,BLTR2,JULF2,KPG_004,LTB4-R 2,LTB4-R2,NOP9"
1247,GENE ID:340719,NANOS1,NOS1,NCBI,HGNC:23044,ENSG00000188613,"EC_Rep1a,NOS-1,NOS1,SPGF12,ZC2HC12A"
1248,GENE ID:339345,NANOS2,NOS2,NCBI,HGNC:23292,ENSG00000188425,"NOS2,ZC2HC12B"
1249,GENE ID:342977,NANOS3,NOS3,NCBI,HGNC:22048,ENSG00000187556,"NANOS1L,NOS3,ZC2HC12C"
1250,GENE ID:100996763,NOTCH2NLB,NOTCH2NLA,NCBI,HGNC:53923,ENSG00000286019,"N2N,NOTCH2NL,NOTCH2NLA"
1251,GENE ID:100996717,NOTCH2NLC,NOTCH2NLA,NCBI,HGNC:53924,ENSG00000286219,"ETM6,N2N,NIID,NOTCH2NL,NOTCH2NLA,OPDM3"
1252,GENE ID:100532724,NPHP3-ACAD11,NPHP3,NCBI,HGNC:48351,ENSG00000274810,NPHP3
1253,GENE ID:642799,NPIPA2,NPIPA1,NCBI,HGNC:41979,ENSG00000254852,"NPIP,NPIPA1"
1254,GENE ID:101059953,NPIPA8,NPIPA7,NCBI,HGNC:41983,ENSG00000214940,"LCR16a9,NPIPA7"
1255,GENE ID:101059938,NPIPA7,NPIPA8,NCBI,HGNC:41982,ENSG00000214967,NPIPA8
1256,GENE ID:23117,NPIPB3,NPIPB5,NCBI,HGNC:28989,,"KIAA0220L,NPIP,NPIPB,NPIPB5,NPIPL3"
1257,GENE ID:10641,NPRL2,NPR2,NCBI,HGNC:24969,ENSG00000114388,"FFEVF2,NPR2,NPR2L,TUSC4"
1258,GENE ID:8131,NPRL3,NPR3,NCBI,HGNC:14124,ENSG00000103148,"C16orf35,CGTHBA,FFEVF3,HS-40,MARE,NPR3,RMD11"
1259,GENE ID:100996758,NPY4R2,NPY4R,NCBI,HGNC:52383,ENSG00000264717,"CH17-360D5.1,NPY4-R,NPY4R,PP1,PPYR1"
1260,GENE ID:65083,NOL6,NRAP,NCBI,HGNC:19910,ENSG00000165271,"NRAP,UTP22,bA311H10.1"
1261,GENE ID:4779,NFE2L1,NRF1,NCBI,HGNC:7781,ENSG00000082641,"LCR-F1,NRF-1,NRF1,TCF11"
1262,GENE ID:4745,NELL1,NRP1,NCBI,HGNC:7750,ENSG00000165973,"IDH3GL,NRP1"
1263,GENE ID:4753,NELL2,NRP2,NCBI,HGNC:7751,ENSG00000184613,NRP2
1264,GENE ID:284058,KANSL1,NSL1,NCBI,HGNC:24565,ENSG00000120071,"C17DELq21.31,CENP-36,DEL17Q21.31,KDVS,KIAA1267,MSL1v1,NSL1,hMSL1v1"
