,NCBI_ID,gene_symbol,alias_symbol,gene_type,HGNC_ID,ENSG_ID,collision,source
28279,GENE ID:9878,TOX4,LCP1,protein-coding,HGNC:20161,ENSG00000092203,LCP1,NCBI
26080,GENE ID:9079,LDB2,LDB1,protein-coding,HGNC:6533,ENSG00000169744,LDB1,NCBI
42394,GENE ID:54741,LEPROT,LEPR,protein-coding,HGNC:29477,ENSG00000213625,LEPR,NCBI
11695,GENE ID:3958,LGALS3,LGALS2,protein-coding,HGNC:6563,ENSG00000131981,LGALS2,NCBI
71506,GENE ID:653499,LGALS7B,LGALS7,protein-coding,HGNC:34447,ENSG00000178934,LGALS7,NCBI
71630,GENE ID:654346,LGALS9C,LGALS9B,protein-coding,HGNC:33874,ENSG00000171916,LGALS9B,NCBI
5680,GENE ID:1939,EIF2D,LGTN,protein-coding,HGNC:6583,ENSG00000143486,LGTN,NCBI
3271,GENE ID:1082,CGB3,LHB,protein-coding,HGNC:1886,ENSG00000104827,LHB,NCBI
77004,GENE ID:100216545,KMT2E-AS1,LHFPL3-AS2,ncRNA,HGNC:40845,ENSG00000239569,LHFPL3-AS2,NCBI
64435,GENE ID:375612,LHFPL3,LHFPL4,protein-coding,HGNC:6589,ENSG00000187416,LHFPL4,NCBI
35377,GENE ID:26018,LRIG1,LIG1,protein-coding,HGNC:17360,ENSG00000144749,LIG1,NCBI
55186,GENE ID:121227,LRIG3,LIG3,protein-coding,HGNC:30991,ENSG00000139263,LIG3,NCBI
48664,GENE ID:79166,LILRP2,LILRA5,pseudo,HGNC:15497,ENSG00000293273,LILRA5,NCBI
31752,GENE ID:11025,LILRB3,LILRA6,protein-coding,HGNC:6607,ENSG00000204577,LILRA6,NCBI
48672,GENE ID:79168,LILRA6,LILRB3,protein-coding,HGNC:15495,ENSG00000244482,LILRB3,NCBI
54081,GENE ID:96626,LIMS3,LIMS4,protein-coding,HGNC:30047,ENSG00000256977,LIMS4,NCBI
63071,GENE ID:339789,LINC00299,LINC00298,ncRNA,HGNC:27940,ENSG00000236790,LINC00298,NCBI
82337,GENE ID:100507612,LINC00402,LINC00381,ncRNA,HGNC:42732,ENSG00000235532,LINC00381,NCBI
69772,GENE ID:641467,TSC22D1-AS1,LINC00407,ncRNA,HGNC:43684,ENSG00000278156,LINC00407,NCBI
61459,GENE ID:283483,ARGLU1-DT,LINC00443,ncRNA,HGNC:43691,ENSG00000272274,LINC00443,NCBI
88574,GENE ID:102725509,LINC01232,LINC00449,ncRNA,HGNC:49755,,LINC00449,NCBI
31168,GENE ID:10846,PDE10A,LINC00473,protein-coding,HGNC:8772,ENSG00000112541,LINC00473,NCBI
84574,GENE ID:100874158,LINC00398,LINC00545,ncRNA,HGNC:42727,,LINC00545,NCBI
84580,GENE ID:100874168,LINC00433,LINC00560,ncRNA,HGNC:42768,,LINC00560,NCBI
61737,GENE ID:284276,LINC00908,LINC00683,ncRNA,HGNC:27599,ENSG00000266256,LINC00683,NCBI
101463,GENE ID:108570035,LINP1,LINC00707,ncRNA,HGNC:53170,,LINC00707,NCBI
77005,GENE ID:100216545,KMT2E-AS1,LINC01004,ncRNA,HGNC:40845,ENSG00000239569,LINC01004,NCBI
62107,GENE ID:285577,LINC01019,LINC01017,ncRNA,HGNC:27742,ENSG00000248118,LINC01017,NCBI
81921,GENE ID:100506421,PANTR1,LINC01114,ncRNA,HGNC:49513,ENSG00000233639,LINC01114,NCBI
88111,GENE ID:102724050,GPR84-AS1,LINC01154,ncRNA,HGNC:56187,,LINC01154,NCBI
85889,GENE ID:101927590,LINC01166,LINC01167,ncRNA,HGNC:49535,ENSG00000232903,LINC01167,NCBI
85685,GENE ID:101927289,LINC01237,LINC01238,ncRNA,HGNC:49793,ENSG00000233806,LINC01238,NCBI
95204,GENE ID:106144538,KCNK15-AS1,LINC01260,ncRNA,HGNC:49901,,LINC01260,NCBI
88800,GENE ID:104355289,LINC01324,LINC01323,ncRNA,HGNC:50530,ENSG00000241767,LINC01323,NCBI
88752,GENE ID:104310351,LINC01331,LINC01335,ncRNA,HGNC:50538,,LINC01335,NCBI
81910,GENE ID:100506392,SLC16A1-AS1,LINC01357,ncRNA,HGNC:49445,ENSG00000226419,LINC01357,NCBI
75198,GENE ID:100131060,JUN-DT,LINC01358,ncRNA,HGNC:49450,,LINC01358,NCBI
70126,GENE ID:643529,LINC00865,LINC01374,ncRNA,HGNC:45170,ENSG00000232229,LINC01374,NCBI
108194,GENE ID:121847983,CDK5R2-AS1,LINC01494,ncRNA,HGNC:55677,,LINC01494,NCBI
71495,GENE ID:653483,AFDN-DT,LINC01558,ncRNA,HGNC:21236,,LINC01558,NCBI
99877,GENE ID:107985307,LINC01705,LINC01655,ncRNA,HGNC:52493,,LINC01655,NCBI
57824,GENE ID:149837,LINC00654,LINC01729,ncRNA,HGNC:27154,ENSG00000205181,LINC01729,NCBI
65173,GENE ID:388685,LINC01138,LINC01731,ncRNA,HGNC:49454,ENSG00000274020,LINC01731,NCBI
66597,GENE ID:400955,LINC01122,LINC01793,ncRNA,HGNC:49267,ENSG00000233723,LINC01793,NCBI
82152,GENE ID:100507073,LINC01798,LINC01799,ncRNA,HGNC:52588,ENSG00000232046,LINC01799,NCBI
63072,GENE ID:339789,LINC00299,LINC01814,ncRNA,HGNC:27940,ENSG00000236790,LINC01814,NCBI
85470,GENE ID:101926941,SPRY4-AS1,LINC01844,ncRNA,HGNC:53465,,LINC01844,NCBI
57668,GENE ID:148231,LINC00905,LINC01855,ncRNA,HGNC:26334,ENSG00000167459,LINC01855,NCBI
61738,GENE ID:284276,LINC00908,LINC01879,ncRNA,HGNC:27599,ENSG00000266256,LINC01879,NCBI
106499,GENE ID:119139904,GOSR2-DT,LINC01974,ncRNA,HGNC:55346,ENSG00000261886,LINC01974,NCBI
66638,GENE ID:401103,LINC01994,LINC01995,ncRNA,HGNC:52827,ENSG00000241098,LINC01995,NCBI
75353,GENE ID:100131551,LINC00887,LINC02036,ncRNA,HGNC:48574,ENSG00000214145,LINC02036,NCBI
70612,GENE ID:645323,MIR9-2HG,LINC02060,ncRNA,HGNC:42810,ENSG00000245526,LINC02060,NCBI
83502,GENE ID:100861519,GDNF-AS1,LINC02110,ncRNA,HGNC:43592,,LINC02110,NCBI
87051,GENE ID:101929628,LINC02842,LINC02155,ncRNA,HGNC:54378,ENSG00000254119,LINC02155,NCBI
85067,GENE ID:100996541,FAM157C,LINC02193,ncRNA,HGNC:34081,,LINC02193,NCBI
82001,GENE ID:100506674,MRPS30-DT,LINC02224,ncRNA,HGNC:53420,ENSG00000251141,LINC02224,NCBI
87705,GENE ID:102546227,LINC01340,LINC02234,ncRNA,HGNC:50550,ENSG00000250331,LINC02234,NCBI
53599,GENE ID:91948,LINC00923,LINC02254,ncRNA,HGNC:28088,ENSG00000251209,LINC02254,NCBI
99878,GENE ID:107985307,LINC01705,LINC02257,ncRNA,HGNC:52493,,LINC02257,NCBI
106595,GENE ID:120766148,RRAGAP1-AS1,LINC02302,ncRNA,HGNC:55445,,LINC02302,NCBI
87751,GENE ID:102723332,LINC00412,LINC02340,ncRNA,HGNC:42745,,LINC02340,NCBI
89181,GENE ID:105369739,LINC02450,LINC02451,ncRNA,HGNC:53382,ENSG00000257114,LINC02451,NCBI
86963,GENE ID:101929484,LINC01615,LINC02544,ncRNA,HGNC:51898,ENSG00000223485,LINC02544,NCBI
88815,GENE ID:104457406,MIR222HG,LINC02595,ncRNA,HGNC:49555,,LINC02595,NCBI
106472,GENE ID:118732302,CCNY-AS1,LINC02634,ncRNA,HGNC:55252,,LINC02634,NCBI
66349,GENE ID:399886,LINC02687,LINC02696,ncRNA,HGNC:54187,ENSG00000255267,LINC02696,NCBI
84378,GENE ID:100873946,VAV3-AS1,LINC02785,ncRNA,HGNC:40608,ENSG00000230489,LINC02785,NCBI
63016,GENE ID:339468,LINC02796,LINC02797,ncRNA,HGNC:27918,,LINC02797,NCBI
103652,GENE ID:112267873,LINC02814,LINC02815,ncRNA,HGNC:54346,,LINC02815,NCBI
90436,GENE ID:105371831,LINC02089,LINC02876,ncRNA,HGNC:52940,ENSG00000226364,LINC02876,NCBI
61905,GENE ID:284757,MIR646HG,LINC02910,ncRNA,HGNC:27659,ENSG00000228340,LINC02910,NCBI
82208,GENE ID:100507254,LINC01013,LINC02921,ncRNA,HGNC:48987,ENSG00000228495,LINC02921,NCBI
66517,GENE ID:400685,LINC01801,LINC03049,ncRNA,HGNC:52592,ENSG00000267767,LINC03049,NCBI
89596,GENE ID:105370357,LINC00370,LINC03061,ncRNA,HGNC:42692,ENSG00000223617,LINC03061,NCBI
137539,GENE ID:127379718,CDC42EP3-AS1,LINC03063,ncRNA,HGNC:56370,,LINC03063,NCBI
81618,GENE ID:100505474,LINC01539,LINC03069,ncRNA,HGNC:51307,ENSG00000267712,LINC03069,NCBI
91243,GENE ID:105373212,LINC02768,LINC03081,ncRNA,HGNC:54288,,LINC03081,NCBI
30653,GENE ID:10648,SCGB1D1,LIPA,protein-coding,HGNC:18395,ENSG00000168515,LIPA,NCBI
3192,GENE ID:1056,CEL,LIPA,protein-coding,HGNC:1848,ENSG00000170835,LIPA,NCBI
30650,GENE ID:10647,SCGB1D2,LIPB,protein-coding,HGNC:18396,ENSG00000124935,LIPB,NCBI
11764,GENE ID:3990,LIPC,LIPH,protein-coding,HGNC:6619,ENSG00000166035,LIPH,NCBI
23085,GENE ID:8048,CSRP3,LMO4,protein-coding,HGNC:2472,ENSG00000129170,LMO4,NCBI
73007,GENE ID:729420,LMO7DN,LMO7DN-IT1,ncRNA,HGNC:44370,ENSG00000178734,LMO7DN-IT1,NCBI
50254,GENE ID:80856,LNPK,LNP1,protein-coding,HGNC:21610,ENSG00000144320,LNP1,NCBI
56147,GENE ID:129642,MBOAT2,LPCAT4,protein-coding,HGNC:25193,ENSG00000143797,LPCAT4,NCBI
11645,GENE ID:3936,LCP1,LPL,protein-coding,HGNC:6528,ENSG00000136167,LPL,NCBI
29960,GENE ID:10438,C1D,LRP1,protein-coding,HGNC:29911,ENSG00000197223,LRP1,NCBI
11887,GENE ID:4038,LRP4,LRP10,protein-coding,HGNC:6696,ENSG00000134569,LRP10,NCBI
64030,GENE ID:353322,ANKRD37,Lrp2bp,protein-coding,HGNC:29593,ENSG00000186352,LRP2BP,NCBI
30808,GENE ID:10699,CORIN,Lrp4,protein-coding,HGNC:19012,ENSG00000145244,LRP4,NCBI
64323,GENE ID:374819,LRRC37A3,LRRC37A,protein-coding,HGNC:32427,ENSG00000176809,LRRC37A,NCBI
59995,GENE ID:220074,LRTOMT,LRRC51,protein-coding,HGNC:25033,ENSG00000284922,LRRC51,NCBI
11865,GENE ID:4034,LRCH4,LRRN1,protein-coding,HGNC:6691,ENSG00000077454,LRRN1,NCBI
11866,GENE ID:4034,LRCH4,LRRN4,protein-coding,HGNC:6691,ENSG00000077454,LRRN4,NCBI
61990,GENE ID:285194,TUSC7,LSAMP-AS1,ncRNA,HGNC:27701,ENSG00000243197,LSAMP-AS1,NCBI
47579,GENE ID:64327,LMBR1,LSS,protein-coding,HGNC:13243,ENSG00000105983,LSS,NCBI
30489,GENE ID:10599,SLCO1B1,LST1,protein-coding,HGNC:10959,ENSG00000134538,LST1,NCBI
11943,GENE ID:4054,LTBP3,LTBP2,protein-coding,HGNC:6716,ENSG00000168056,LTBP2,NCBI
11936,GENE ID:4053,LTBP2,LTBP3,protein-coding,HGNC:6715,ENSG00000119681,LTBP3,NCBI
60983,GENE ID:259215,LY6G6F,LY6G6D,protein-coding,HGNC:13933,ENSG00000204424,LY6G6D,NCBI
82371,GENE ID:100526664,LY75-CD302,LY75,protein-coding,HGNC:38828,ENSG00000248672,LY75,NCBI
70173,GENE ID:643723,LYPLAL1-DT,LYPLAL1-AS1,ncRNA,HGNC:50560,ENSG00000228063,LYPLAL1-AS1,NCBI
6204,GENE ID:2109,ETFB,MADD,protein-coding,HGNC:3482,ENSG00000105379,MADD,NCBI
6206,GENE ID:2110,ETFDH,MADD,protein-coding,HGNC:3483,ENSG00000171503,MADD,NCBI
6202,GENE ID:2108,ETFA,MADD,protein-coding,HGNC:3481,ENSG00000140374,MADD,NCBI
29324,GENE ID:10219,KLRG1,MAFA,protein-coding,HGNC:6380,ENSG00000139187,MAFA,NCBI
53748,GENE ID:92659,MILIP,MAFG-AS1,ncRNA,HGNC:43649,ENSG00000265688,MAFG-AS1,NCBI
12141,GENE ID:4104,MAGEA5P,MAGEA4,pseudo,HGNC:6803,,MAGEA4,NCBI
12132,GENE ID:4102,MAGEA3,MAGEA6,protein-coding,HGNC:6801,ENSG00000221867,MAGEA6,NCBI
72448,GENE ID:728239,MAGED4,MAGEE1,protein-coding,HGNC:23793,ENSG00000154545,MAGEE1,NCBI
40789,GENE ID:51438,MAGEC2,MAGEE1,protein-coding,HGNC:13574,ENSG00000046774,MAGEE1,NCBI
58267,GENE ID:154043,CNKSR3,MAGI1,protein-coding,HGNC:23034,ENSG00000153721,MAGI1,NCBI
43123,GENE ID:55110,MAGOHB,magoh,protein-coding,HGNC:25504,ENSG00000111196,MAGOH,NCBI
46189,GENE ID:57538,ALPK3,MAK,protein-coding,HGNC:17574,ENSG00000136383,MAK,NCBI
54388,GENE ID:114609,TIRAP,Mal,protein-coding,HGNC:17192,ENSG00000150455,MAL,NCBI
46302,GENE ID:57591,MRTFA,MAL,protein-coding,HGNC:14334,ENSG00000196588,MAL,NCBI
33909,GENE ID:23373,CRTC1,MAML2,protein-coding,HGNC:16062,ENSG00000105662,MAML2,NCBI
33454,GENE ID:23173,METAP1,MAP1A,protein-coding,HGNC:15789,ENSG00000164024,MAP1A,NCBI
31623,GENE ID:10988,METAP2,MAP2,protein-coding,HGNC:16672,ENSG00000111142,MAP2,NCBI
27295,GENE ID:9512,PMPCB,MAS1,protein-coding,HGNC:9119,ENSG00000105819,MAS1,NCBI
33831,GENE ID:23332,CLASP1,MAST1,protein-coding,HGNC:17088,ENSG00000074054,MAST1,NCBI
5332,GENE ID:1800,DPEP1,MBD1,protein-coding,HGNC:3002,ENSG00000015413,MBD1,NCBI
47469,GENE ID:64174,DPEP2,MBD2,protein-coding,HGNC:23028,ENSG00000167261,MBD2,NCBI
47473,GENE ID:64180,DPEP3,MBD3,protein-coding,HGNC:23029,ENSG00000141096,MBD3,NCBI
12283,GENE ID:4153,MBL2,MBP,protein-coding,HGNC:6922,ENSG00000165471,MBP,NCBI
15930,GENE ID:5553,PRG2,MBP,protein-coding,HGNC:9362,ENSG00000186652,MBP,NCBI
12350,GENE ID:4176,MCM7,MCM2,protein-coding,HGNC:6950,ENSG00000166508,MCM2,NCBI
96643,GENE ID:106480278,MCRIP2P2,MCRIP2P1,pseudo,HGNC:49631,ENSG00000270920,MCRIP2P1,NCBI
15494,GENE ID:5428,POLG,MDP1,protein-coding,HGNC:9179,ENSG00000140521,MDP1,NCBI
46487,GENE ID:57717,PCDHB16,ME1,protein-coding,HGNC:14546,ENSG00000272674,ME1,NCBI
27641,GENE ID:9620,CELSR1,ME2,protein-coding,HGNC:1850,ENSG00000075275,ME2,NCBI
44814,GENE ID:56125,PCDHB11,ME2,protein-coding,HGNC:8682,ENSG00000197479,ME2,NCBI
44795,GENE ID:56110,PCDHGA5,ME3,protein-coding,HGNC:8703,ENSG00000253485,ME3,NCBI
25740,GENE ID:8930,MBD4,MED1,protein-coding,HGNC:6919,ENSG00000129071,MED1,NCBI
20096,GENE ID:6837,MED22,MED24,protein-coding,HGNC:11477,ENSG00000148297,MED24,NCBI
43090,GENE ID:55090,MED9,MED25,protein-coding,HGNC:25487,ENSG00000141026,MED25,NCBI
12420,GENE ID:4207,BORCS8-MEF2B,MEF2B,protein-coding,HGNC:39979,ENSG00000213999,MEF2B,NCBI
12435,GENE ID:4213,MEIS3P1,MEIS3,pseudo,HGNC:7002,,MEIS3,NCBI
49304,GENE ID:79811,SLTM,Met,protein-coding,HGNC:20709,ENSG00000137776,MET,NCBI
25119,GENE ID:8731,RNMT,MET,protein-coding,HGNC:10075,ENSG00000101654,MET,NCBI
25120,GENE ID:8731,RNMT,Met,protein-coding,HGNC:10075,ENSG00000101654,MET,NCBI
44375,GENE ID:55798,METTL2B,METTL2A,protein-coding,HGNC:18272,ENSG00000165055,METTL2A,NCBI
54544,GENE ID:114902,C1QTNF5,MFRP,protein-coding,HGNC:14344,ENSG00000223953,MFRP,NCBI
25818,GENE ID:8972,MGAM,MGA,protein-coding,HGNC:7043,ENSG00000257335,MGA,NCBI
54749,GENE ID:116255,MOGAT1,MGAT1,protein-coding,HGNC:18210,ENSG00000124003,MGAT1,NCBI
49793,GENE ID:80168,MOGAT2,MGAT2,protein-coding,HGNC:23248,ENSG00000166391,MGAT2,NCBI
63659,GENE ID:346606,MOGAT3,MGAT3,protein-coding,HGNC:23249,ENSG00000106384,MGAT3,NCBI
64991,GENE ID:387885,CFAP73,MIA2,protein-coding,HGNC:37100,ENSG00000186710,MIA2,NCBI
12785,GENE ID:4350,MPG,Mid1,protein-coding,HGNC:7211,ENSG00000103152,MID1,NCBI
187483,GENE ID:127898561,MIURF,MIEF1,protein-coding,,ENSG00000285025,MIEF1,NCBI
18118,GENE ID:6279,S100A8,MIF,protein-coding,HGNC:10498,ENSG00000143546,MIF,NCBI
18130,GENE ID:6280,S100A9,MIF,protein-coding,HGNC:10499,ENSG00000163220,MIF,NCBI
745,GENE ID:268,AMH,MIF,protein-coding,HGNC:464,ENSG00000104899,MIF,NCBI
72285,GENE ID:727764,MAFIP,MIP,pseudo,HGNC:31102,,MIP,NCBI
11310,GENE ID:3842,TNPO1,MIP,protein-coding,HGNC:6401,ENSG00000083312,MIP,NCBI
12596,GENE ID:4285,MIPEP,MIP,protein-coding,HGNC:7104,ENSG00000027001,MIP,NCBI
71782,GENE ID:677815,SNORA2C,MIR1291,snoRNA,HGNC:32624,ENSG00000221491,MIR1291,NCBI
67388,GENE ID:406953,MIR18A,MIR17HG,ncRNA,HGNC:31548,ENSG00000283815,MIR17HG,NCBI
67702,GENE ID:407048,MIR92A1,MIR17HG,ncRNA,HGNC:31643,ENSG00000283705,MIR17HG,NCBI
67485,GENE ID:406982,MIR20A,MIR17HG,ncRNA,HGNC:31577,ENSG00000283762,MIR17HG,NCBI
67467,GENE ID:406979,MIR19A,MIR17HG,ncRNA,HGNC:31574,ENSG00000284204,MIR17HG,NCBI
67475,GENE ID:406980,MIR19B1,MIR17HG,ncRNA,HGNC:31575,ENSG00000284375,MIR17HG,NCBI
32164,GENE ID:11167,FSTL1,MIR198,protein-coding,HGNC:3972,ENSG00000163430,MIR198,NCBI
82768,GENE ID:100616134,MIR499B,MIR499A,ncRNA,HGNC:41640,ENSG00000283441,MIR499A,NCBI
87578,GENE ID:102466252,MIR8069-1,MIR8069,ncRNA,,ENSG00000284550,MIR8069,NCBI
13242,GENE ID:4632,MYL1,MLC1,protein-coding,HGNC:7582,ENSG00000168530,MLC1,NCBI
82123,GENE ID:100507027,MRLN,MLN,protein-coding,HGNC:48649,ENSG00000227877,MLN,NCBI
39933,GENE ID:51085,MLXIPL,MLX,protein-coding,HGNC:12744,ENSG00000009950,MLX,NCBI
64807,GENE ID:387254,SLC7A5P2,MMAA,pseudo,HGNC:24951,,MMAA,NCBI
12711,GENE ID:4321,MMP12,MME,protein-coding,HGNC:7158,ENSG00000262406,MME,NCBI
47621,GENE ID:64386,MMP25,MMP20,protein-coding,HGNC:14246,ENSG00000008516,MMP20,NCBI
24396,GENE ID:8511,MMP23A,MMP21,pseudo,HGNC:7170,ENSG00000310190,MMP21,NCBI
24393,GENE ID:8510,MMP23B,MMP23A,protein-coding,HGNC:7171,ENSG00000189409,MMP23A,NCBI
48632,GENE ID:79148,MMP28,MMP25,protein-coding,HGNC:14366,ENSG00000271447,MMP25,NCBI
31323,GENE ID:10893,MMP24,MMP25,protein-coding,HGNC:7172,ENSG00000125966,MMP25,NCBI
42998,GENE ID:55034,MOCOS,MOS,protein-coding,HGNC:18234,ENSG00000075643,MOS,NCBI
52288,GENE ID:84708,LNX1,MPDZ,protein-coding,HGNC:6657,ENSG00000072201,MPDZ,NCBI
19323,GENE ID:6590,SLPI,MPI,protein-coding,HGNC:11092,ENSG00000124107,MPI,NCBI
27549,GENE ID:9585,KIF20B,MPP1,protein-coding,HGNC:7212,ENSG00000138182,MPP1,NCBI
6884,GENE ID:2305,FOXM1,MPP2,protein-coding,HGNC:3818,ENSG00000111206,MPP2,NCBI
10486,GENE ID:3609,ILF3,MPP4,protein-coding,HGNC:6038,ENSG00000129351,MPP4,NCBI
23329,GENE ID:8208,CHAF1B,MPP7,protein-coding,HGNC:1911,ENSG00000159259,MPP7,NCBI
35247,GENE ID:25953,PNKD,MR1,protein-coding,HGNC:9153,ENSG00000127838,MR1,NCBI
11908,GENE ID:4043,LRPAP1,MRAP,protein-coding,HGNC:6701,ENSG00000163956,MRAP,NCBI
82463,GENE ID:100527960,MROH7-TTC4,MROH7,ncRNA,HGNC:49180,ENSG00000271723,MROH7,NCBI
28110,GENE ID:9801,MRPL19,MRPL15,protein-coding,HGNC:14052,ENSG00000115364,MRPL15,NCBI
40364,GENE ID:51253,MRPL37,MRPL2,protein-coding,HGNC:14034,ENSG00000116221,MRPL2,NCBI
48124,GENE ID:64976,MRPL40,MRPL22,protein-coding,HGNC:14491,ENSG00000185608,MRPL22,NCBI
48117,GENE ID:64975,MRPL41,MRPL27,protein-coding,HGNC:14492,ENSG00000182154,MRPL27,NCBI
40387,GENE ID:51263,MRPL30,MRPL28,protein-coding,HGNC:14036,ENSG00000185414,MRPL28,NCBI
48072,GENE ID:64928,MRPL14,MRPL32,protein-coding,HGNC:14279,ENSG00000180992,MRPL32,NCBI
48323,GENE ID:65993,MRPS34,MRPS12,protein-coding,HGNC:16618,ENSG00000074071,MRPS12,NCBI
46962,GENE ID:60488,MRPS35,MRPS28,protein-coding,HGNC:16635,ENSG00000061794,MRPS28,NCBI
38556,GENE ID:28957,MRPS28,MRPS35,protein-coding,HGNC:14513,ENSG00000147586,MRPS35,NCBI
42616,GENE ID:54860,MS4A12,Ms4a10,protein-coding,HGNC:13370,ENSG00000071203,MS4A10,NCBI
40595,GENE ID:51338,MS4A4A,MS4A7,protein-coding,HGNC:13371,ENSG00000110079,MS4A7,NCBI
46656,GENE ID:58475,MS4A7,MS4A8,protein-coding,HGNC:13378,ENSG00000166927,MS4A8,NCBI
40210,GENE ID:51182,HSPA14,MSANTD7,protein-coding,HGNC:29526,ENSG00000187522,MSANTD7,NCBI
40523,GENE ID:51312,SLC25A37,MSC,protein-coding,HGNC:29786,ENSG00000147454,MSC,NCBI
5949,GENE ID:2027,ENO3,MSE,protein-coding,HGNC:3354,ENSG00000108515,MSE,NCBI
19510,GENE ID:6629,SNRPB2,Msl1,protein-coding,HGNC:11155,ENSG00000125870,MSL1,NCBI
19952,GENE ID:6789,STK4,MST1,protein-coding,HGNC:11408,ENSG00000101109,MST1,NCBI
11995,GENE ID:4068,SH2D1A,MTCP1,protein-coding,HGNC:10820,ENSG00000183918,MTCP1,NCBI
77887,GENE ID:100272147,CMC4,MTCP1,protein-coding,HGNC:35428,ENSG00000182712,MTCP1,NCBI
13345,GENE ID:4661,MYT1,MTF1,protein-coding,HGNC:7622,ENSG00000196132,MTF1,NCBI
12494,GENE ID:4241,MELTF,MTF1,protein-coding,HGNC:7037,ENSG00000163975,MTF1,NCBI
75681,GENE ID:100132621,MTFR2P2,MTFR2P1,pseudo,HGNC:54774,,MTFR2P1,NCBI
82479,GENE ID:100528021,ST20-MTHFS,MTHFS,protein-coding,HGNC:44655,ENSG00000259332,MTHFS,NCBI
48348,GENE ID:66036,MTMR9,MTMR8,protein-coding,HGNC:14596,ENSG00000104643,MTMR8,NCBI
13039,GENE ID:4571,TRNP,MTTP,tRNA,HGNC:7494,,MTTP,NCBI
46621,GENE ID:57876,MUC3B,MUC3A,protein-coding,HGNC:13384,,MUC3A,NCBI
46378,GENE ID:57644,MYH7B,MYH14,protein-coding,HGNC:15906,ENSG00000078814,MYH14,NCBI
82070,GENE ID:100506826,MYLK-AS1,MYLK-AS2,ncRNA,HGNC:42440,ENSG00000239523,MYLK-AS2,NCBI
36727,GENE ID:27033,ZBTB32,mynn,protein-coding,HGNC:16763,ENSG00000011590,MYNN,NCBI
13300,GENE ID:4643,MYO1E,MYO1C,protein-coding,HGNC:7599,ENSG00000157483,MYO1C,NCBI
13183,GENE ID:4620,MYH2,MYPOP,protein-coding,HGNC:7572,ENSG00000125414,MYPOP,NCBI
26095,GENE ID:9088,PKMYT1,MYT1,protein-coding,HGNC:29650,ENSG00000127564,MYT1,NCBI
57375,GENE ID:145781,GCOM1,MYZAP,protein-coding,HGNC:26424,ENSG00000137878,MYZAP,NCBI
41305,GENE ID:51691,LSM8,NAA38,protein-coding,HGNC:20471,ENSG00000128534,NAA38,NCBI
29605,GENE ID:10318,TNIP1,NAF1,protein-coding,HGNC:16903,ENSG00000145901,NAF1,NCBI
65031,GENE ID:388112,NANOGP8,NANOGP1,protein-coding,HGNC:23106,ENSG00000255192,NANOGP1,NCBI
67779,GENE ID:414132,NANOGP4,NANOGP2,pseudo,HGNC:23102,,NANOGP2,NCBI
67777,GENE ID:414130,NANOGP7,NANOGP3,pseudo,HGNC:23105,,NANOGP3,NCBI
67778,GENE ID:414131,NANOGP2,NANOGP4,pseudo,HGNC:23100,,NANOGP4,NCBI
63882,GENE ID:349372,NANOGP10,NANOGP5,pseudo,HGNC:23108,,NANOGP5,NCBI
63883,GENE ID:349386,NANOGP9,NANOGP6,pseudo,HGNC:23107,,NANOGP6,NCBI
27212,GENE ID:9476,NAPSA,NAPA,protein-coding,HGNC:13395,ENSG00000131400,NAPA,NCBI
31046,GENE ID:10801,SEPTIN9,NAPB,protein-coding,HGNC:7323,ENSG00000184640,NAPB,NCBI
60857,GENE ID:256236,NAPSB,NAPB,pseudo,HGNC:13396,ENSG00000291230,NAPB,NCBI
40799,GENE ID:51444,RNF138,NARF,protein-coding,HGNC:17765,ENSG00000134758,NARF,NCBI
5841,GENE ID:1982,EIF4G2,NAT1,protein-coding,HGNC:3297,ENSG00000110321,NAT1,NCBI
19104,GENE ID:6530,SLC6A2,NAT1,protein-coding,HGNC:11048,ENSG00000103546,NAT1,NCBI
31640,GENE ID:10991,SLC38A3,NAT1,protein-coding,HGNC:18044,ENSG00000188338,NAT1,NCBI
50545,GENE ID:81539,SLC38A1,NAT2,protein-coding,HGNC:13447,ENSG00000111371,NAT2,NCBI
82561,GENE ID:100532736,MICOS10-NBL1,NBL1,protein-coding,HGNC:48338,ENSG00000158747,NBL1,NCBI
25992,GENE ID:9048,ARTN,NBN,protein-coding,HGNC:727,ENSG00000117407,NBN,NCBI
75622,GENE ID:100132406,NBPF10,NBPF9,protein-coding,HGNC:31992,ENSG00000271425,NBPF9,NCBI
1171,GENE ID:401,PHOX2A,NCAM2,protein-coding,HGNC:691,ENSG00000165462,NCAM2,NCBI
50033,GENE ID:80331,DNAJC5,NCL,protein-coding,HGNC:16235,ENSG00000101152,NCL,NCBI
83293,GENE ID:100750325,RCAN3AS,NCMAP-DT,ncRNA,HGNC:39009,ENSG00000286061,NCMAP-DT,NCBI
30582,GENE ID:10625,IVNS1ABP,ND1,protein-coding,HGNC:16951,ENSG00000116679,ND1,NCBI
64196,GENE ID:360165,NDUFA4P1,NDUFA4,pseudo,HGNC:29835,,NDUFA4,NCBI
43154,GENE ID:55119,PRPF38B,NET1,protein-coding,HGNC:25512,ENSG00000134186,NET1,NCBI
26280,GENE ID:9152,SLC6A5,NET1,protein-coding,HGNC:11051,ENSG00000165970,NET1,NCBI
19106,GENE ID:6530,SLC6A2,NET1,protein-coding,HGNC:11048,ENSG00000103546,NET1,NCBI
