NCBI_ID,primary_gene_symbol,collision,gene_type,HGNC_ID,ENSG_ID,source
GENE ID:658,BMPR1B,AMDD,protein-coding,HGNC:1077,ENSG00000138696,NCBI
GENE ID:158584,FAAH2,AMDD,protein-coding,HGNC:26440,ENSG00000165591,NCBI
GENE ID:265,AMELX,AMGL,protein-coding,HGNC:461,ENSG00000125363,NCBI
GENE ID:266,AMELY,AMGL,protein-coding,HGNC:462,ENSG00000099721,NCBI
GENE ID:2122,MECOM,AML1-EVI-1,protein-coding,HGNC:3498,ENSG00000085276,NCBI
GENE ID:861,RUNX1,AML1-EVI-1,protein-coding,HGNC:10471,ENSG00000159216,NCBI
GENE ID:4236,MFAP1,AMP,protein-coding,HGNC:7032,ENSG00000140259,NCBI
GENE ID:353,APRT,AMP,protein-coding,HGNC:626,ENSG00000198931,NCBI
GENE ID:5563,PRKAA2,AMPK,protein-coding,HGNC:9377,ENSG00000162409,NCBI
GENE ID:5564,PRKAB1,AMPK,protein-coding,HGNC:9378,ENSG00000111725,NCBI
GENE ID:5562,PRKAA1,AMPK,protein-coding,HGNC:9376,ENSG00000132356,NCBI
GENE ID:10439,OLFM1,AMY,protein-coding,HGNC:17187,ENSG00000130558,NCBI
GENE ID:84570,COL25A1,AMY,protein-coding,HGNC:18603,ENSG00000188517,NCBI
GENE ID:278,AMY1C,AMY1,protein-coding,HGNC:476,ENSG00000187733,NCBI
GENE ID:276,AMY1A,AMY1,protein-coding,HGNC:474,ENSG00000237763,NCBI
GENE ID:277,AMY1B,AMY1,protein-coding,HGNC:475,ENSG00000174876,NCBI
GENE ID:280,AMY2B,AMY2,protein-coding,HGNC:478,ENSG00000240038,NCBI
GENE ID:279,AMY2A,AMY2,protein-coding,HGNC:477,ENSG00000243480,NCBI
GENE ID:81624,DIAPH3,AN,protein-coding,HGNC:15480,ENSG00000139734,NCBI
GENE ID:79839,CCDC102B,AN,protein-coding,HGNC:26295,ENSG00000150636,NCBI
GENE ID:5080,PAX6,AN,protein-coding,HGNC:8620,ENSG00000007372,NCBI
GENE ID:26610,ELP4,AN,protein-coding,HGNC:1171,ENSG00000109911,NCBI
GENE ID:5080,PAX6,AN2,protein-coding,HGNC:8620,ENSG00000007372,NCBI
GENE ID:26610,ELP4,AN2,protein-coding,HGNC:1171,ENSG00000109911,NCBI
GENE ID:29123,ANKRD11,ANCO1,protein-coding,HGNC:21316,ENSG00000167522,NCBI
GENE ID:23253,ANKRD12,ANCO1,protein-coding,HGNC:29135,ENSG00000101745,NCBI
GENE ID:57291,DANCR,ANCR,ncRNA,HGNC:28964,ENSG00000226950,NCBI
GENE ID:7337,UBE3A,ANCR,protein-coding,HGNC:12496,ENSG00000114062,NCBI
GENE ID:8820,HESX1,ANF,protein-coding,HGNC:4877,ENSG00000163666,NCBI
GENE ID:4878,NPPA,ANF,protein-coding,HGNC:7939,ENSG00000175206,NCBI
GENE ID:7108,TM7SF2,ANG1,protein-coding,HGNC:11863,ENSG00000149809,NCBI
GENE ID:284,ANGPT1,ANG1,protein-coding,HGNC:484,ENSG00000154188,NCBI
GENE ID:738,VPS51,ANG2,protein-coding,HGNC:1172,ENSG00000149823,NCBI
GENE ID:285,ANGPT2,ANG2,protein-coding,HGNC:485,ENSG00000091879,NCBI
GENE ID:738,VPS51,ANG3,protein-coding,HGNC:1172,ENSG00000149823,NCBI
GENE ID:9068,ANGPTL1,ANG3,protein-coding,HGNC:489,ENSG00000116194,NCBI
GENE ID:51378,ANGPT4,ANG3,protein-coding,HGNC:487,ENSG00000101280,NCBI
GENE ID:56172,ANKH,ANK,protein-coding,HGNC:15492,ENSG00000154122,NCBI
GENE ID:286,ANK1,ANK,protein-coding,HGNC:492,ENSG00000029534,NCBI
GENE ID:293,SLC25A6,ANT,protein-coding,HGNC:10992,ENSG00000292334,NCBI
GENE ID:291,SLC25A4,ANT,protein-coding,HGNC:10990,ENSG00000151729,NCBI
GENE ID:24148,PRPF6,ANT1,protein-coding,HGNC:15860,ENSG00000101161,NCBI
GENE ID:291,SLC25A4,ANT1,protein-coding,HGNC:10990,ENSG00000151729,NCBI
GENE ID:316,AOX1,AOH1,protein-coding,HGNC:553,ENSG00000138356,NCBI
GENE ID:107126360,AOX3P,AOH1,pseudo,HGNC:19049,,NCBI
GENE ID:3991,LIPE,AOMS4,protein-coding,HGNC:6621,ENSG00000079435,NCBI
GENE ID:63036,CELA2A,AOMS4,protein-coding,HGNC:24609,ENSG00000142615,NCBI
GENE ID:10055,SAE1,AOS1,protein-coding,HGNC:30660,ENSG00000142230,NCBI
GENE ID:57514,ARHGAP31,AOS1,protein-coding,HGNC:29216,ENSG00000031081,NCBI
GENE ID:3725,JUN,AP-1,protein-coding,HGNC:6204,ENSG00000177606,NCBI
GENE ID:3726,JUNB,AP-1,protein-coding,HGNC:6205,ENSG00000171223,NCBI
GENE ID:3727,JUND,AP-1,protein-coding,HGNC:6206,ENSG00000130522,NCBI
GENE ID:2354,FOSB,AP-1,protein-coding,HGNC:3797,ENSG00000125740,NCBI
GENE ID:2353,FOS,AP-1,protein-coding,HGNC:3796,ENSG00000170345,NCBI
GENE ID:2971,GTF3A,AP2,protein-coding,HGNC:4662,ENSG00000122034,NCBI
GENE ID:10947,AP3M2,AP47B,protein-coding,HGNC:570,ENSG00000070718,NCBI
GENE ID:11154,AP4S1,AP47B,protein-coding,HGNC:575,ENSG00000100478,NCBI
GENE ID:64682,ANAPC1,APC1,protein-coding,HGNC:19988,ENSG00000153107,NCBI
GENE ID:29957,SLC25A24,APC1,protein-coding,HGNC:20662,ENSG00000085491,NCBI
GENE ID:29882,ANAPC2,APC2,protein-coding,HGNC:19989,ENSG00000176248,NCBI
GENE ID:79085,SLC25A23,APC2,protein-coding,HGNC:19375,ENSG00000125648,NCBI
GENE ID:284427,SLC25A41,APC4,protein-coding,HGNC:28533,ENSG00000181240,NCBI
GENE ID:29945,ANAPC4,APC4,protein-coding,HGNC:19990,ENSG00000053900,NCBI
GENE ID:51435,SCARA3,APC7,protein-coding,HGNC:19000,ENSG00000168077,NCBI
GENE ID:51434,ANAPC7,APC7,protein-coding,HGNC:17380,ENSG00000196510,NCBI
GENE ID:328,APEX1,APE,protein-coding,HGNC:587,ENSG00000100823,NCBI
GENE ID:55704,CCDC88A,APE,protein-coding,HGNC:25523,ENSG00000115355,NCBI
GENE ID:22824,HSPA4L,APG1,protein-coding,HGNC:17041,ENSG00000164070,NCBI
GENE ID:57211,ADGRG6,APG1,protein-coding,HGNC:13841,ENSG00000112414,NCBI
GENE ID:100526739,CENPS-CORT,APITD1,protein-coding,HGNC:38843,ENSG00000251503,NCBI
GENE ID:378708,CENPS,APITD1,protein-coding,HGNC:23163,ENSG00000175279,NCBI
GENE ID:9370,ADIPOQ,APM-1,protein-coding,HGNC:13633,ENSG00000181092,NCBI
GENE ID:201501,ZBTB7C,APM-1,protein-coding,HGNC:31700,ENSG00000184828,NCBI
GENE ID:9370,ADIPOQ,APM1,protein-coding,HGNC:13633,ENSG00000181092,NCBI
GENE ID:201501,ZBTB7C,APM1,protein-coding,HGNC:31700,ENSG00000184828,NCBI
GENE ID:346,APOC4,APO-CIV,protein-coding,HGNC:611,ENSG00000267467,NCBI
GENE ID:27350,APOBEC3C,APOBEC1L,protein-coding,HGNC:17353,ENSG00000244509,NCBI
GENE ID:9582,APOBEC3B,APOBEC1L,protein-coding,HGNC:17352,ENSG00000179750,NCBI
GENE ID:346,APOC4,APOC-IV,protein-coding,HGNC:611,ENSG00000267467,NCBI
GENE ID:7511,XPNPEP1,APP1,protein-coding,HGNC:12822,ENSG00000108039,NCBI
GENE ID:8761,PABPC4,APP1,protein-coding,HGNC:8557,ENSG00000090621,NCBI
GENE ID:5366,PMAIP1,APR,protein-coding,HGNC:9108,ENSG00000141682,NCBI
GENE ID:4035,LRP1,APR,protein-coding,HGNC:6692,ENSG00000123384,NCBI
GENE ID:8741,TNFSF13,APRIL,protein-coding,HGNC:11928,ENSG00000161955,NCBI
GENE ID:10541,ANP32B,APRIL,protein-coding,HGNC:16677,ENSG00000136938,NCBI
GENE ID:10140,TOB1,APRO5,protein-coding,HGNC:11979,ENSG00000141232,NCBI
GENE ID:10766,TOB2,APRO5,protein-coding,HGNC:11980,ENSG00000183864,NCBI
GENE ID:354,KLK3,APS,protein-coding,HGNC:6364,ENSG00000142515,NCBI
GENE ID:10603,SH2B2,APS,protein-coding,HGNC:17381,ENSG00000160999,NCBI
GENE ID:55190,NUDT11,APS1,protein-coding,HGNC:18011,ENSG00000196368,NCBI
GENE ID:326,AIRE,APS1,protein-coding,HGNC:360,ENSG00000160224,NCBI
GENE ID:10434,LYPLA1,APT1,protein-coding,HGNC:6737,ENSG00000120992,NCBI
GENE ID:6890,TAP1,APT1,protein-coding,HGNC:43,ENSG00000168394,NCBI
GENE ID:355,FAS,APT1,protein-coding,HGNC:11920,ENSG00000026103,NCBI
GENE ID:11313,LYPLA2,APT2,protein-coding,HGNC:6738,ENSG00000011009,NCBI
GENE ID:6891,TAP2,APT2,protein-coding,HGNC:44,ENSG00000204267,NCBI
GENE ID:51131,PHF11,APY,protein-coding,HGNC:17024,ENSG00000136147,NCBI
GENE ID:2206,MS4A2,APY,protein-coding,HGNC:7316,ENSG00000149534,NCBI
GENE ID:231,AKR1B1,AR,protein-coding,HGNC:381,ENSG00000085662,NCBI
GENE ID:374,AREG,AR,protein-coding,HGNC:651,ENSG00000109321,NCBI
GENE ID:368,ABCC6,ARA,protein-coding,HGNC:57,ENSG00000091262,NCBI
GENE ID:5063,PAK3,ARA,protein-coding,HGNC:8592,ENSG00000077264,NCBI
GENE ID:2296,FOXC1,ARA,protein-coding,HGNC:3800,ENSG00000054598,NCBI
GENE ID:4192,MDK,ARAP,protein-coding,HGNC:6972,ENSG00000110492,NCBI
GENE ID:199920,FYB2,ARAP,protein-coding,HGNC:27295,ENSG00000187889,NCBI
GENE ID:8694,DGAT1,ARAT,protein-coding,HGNC:2843,ENSG00000185000,NCBI
GENE ID:84649,DGAT2,ARAT,protein-coding,HGNC:16940,ENSG00000062282,NCBI
GENE ID:158835,AWAT2,ARAT,protein-coding,HGNC:23251,ENSG00000147160,NCBI
GENE ID:408,ARRB1,ARB1,protein-coding,HGNC:711,ENSG00000137486,NCBI
GENE ID:154,ADRB2,ARB2,protein-coding,HGNC:286,ENSG00000169252,NCBI
GENE ID:409,ARRB2,ARB2,protein-coding,HGNC:712,ENSG00000141480,NCBI
GENE ID:100526693,ARPC4-TTLL3,ARC20,protein-coding,HGNC:38830,ENSG00000250151,NCBI
GENE ID:10093,ARPC4,ARC20,protein-coding,HGNC:707,ENSG00000241553,NCBI
GENE ID:10109,ARPC2,ARC34,protein-coding,HGNC:705,ENSG00000163466,NCBI
GENE ID:9443,MED7,ARC34,protein-coding,HGNC:2378,ENSG00000155868,NCBI
GENE ID:8260,NAA10,ARD1,protein-coding,HGNC:18704,ENSG00000102030,NCBI
GENE ID:373,TRIM23,ARD1,protein-coding,HGNC:660,ENSG00000113595,NCBI
GENE ID:5511,PPP1R8,ARD1,protein-coding,HGNC:9296,ENSG00000117751,NCBI
GENE ID:473,RERE,ARG,protein-coding,HGNC:9965,ENSG00000142599,NCBI
GENE ID:27,ABL2,ARG,protein-coding,HGNC:77,ENSG00000143322,NCBI
GENE ID:26119,LDLRAP1,ARH1,protein-coding,HGNC:18640,ENSG00000157978,NCBI
GENE ID:141,ADPRH,ARH1,protein-coding,HGNC:269,ENSG00000144843,NCBI
GENE ID:26119,LDLRAP1,ARH2,protein-coding,HGNC:18640,ENSG00000157978,NCBI
GENE ID:113622,ADPRHL1,ARH2,protein-coding,HGNC:21303,ENSG00000153531,NCBI
GENE ID:3084,NRG1,ARIA,protein-coding,HGNC:7997,ENSG00000157168,NCBI
GENE ID:641700,ECSCR,ARIA,protein-coding,HGNC:35454,ENSG00000249751,NCBI
GENE ID:139741,ACTRT1,ARIP1,protein-coding,HGNC:24027,ENSG00000123165,NCBI
GENE ID:9863,MAGI2,ARIP1,protein-coding,HGNC:18957,ENSG00000187391,NCBI
GENE ID:558,AXL,ARK,protein-coding,HGNC:905,ENSG00000167601,NCBI
GENE ID:54778,RNF111,ARK,protein-coding,HGNC:17384,ENSG00000157450,NCBI
GENE ID:80210,ARMC9,ARM,protein-coding,HGNC:20730,ENSG00000135931,NCBI
GENE ID:10327,AKR1A1,ARM,protein-coding,HGNC:380,ENSG00000117448,NCBI
GENE ID:11047,ADRM1,ARM1,protein-coding,HGNC:15759,ENSG00000130706,NCBI
GENE ID:9622,KLK4,ARM1,protein-coding,HGNC:6365,ENSG00000167749,NCBI
GENE ID:717,C2,ARMD14,protein-coding,HGNC:1248,ENSG00000166278,NCBI
GENE ID:629,CFB,ARMD14,protein-coding,HGNC:1037,ENSG00000243649,NCBI
GENE ID:7873,MANF,ARP,protein-coding,HGNC:15461,ENSG00000145050,NCBI
GENE ID:167,CRISP1,ARP,protein-coding,HGNC:304,ENSG00000124812,NCBI
GENE ID:10139,ARFRP1,ARP,protein-coding,HGNC:662,ENSG00000101246,NCBI
GENE ID:473,RERE,ARP,protein-coding,HGNC:9965,ENSG00000142599,NCBI
GENE ID:7026,NR2F2,ARP1,protein-coding,HGNC:7976,ENSG00000185551,NCBI
GENE ID:10121,ACTR1A,ARP1,protein-coding,HGNC:167,ENSG00000138107,NCBI
GENE ID:5308,PITX2,ARP1,protein-coding,HGNC:9005,ENSG00000164093,NCBI
GENE ID:10930,APOBEC2,ARP1,protein-coding,HGNC:605,ENSG00000124701,NCBI
GENE ID:9068,ANGPTL1,ARP1,protein-coding,HGNC:489,ENSG00000116194,NCBI
GENE ID:164668,APOBEC3H,ARP10,protein-coding,HGNC:24100,ENSG00000100298,NCBI
GENE ID:653857,ACTR3C,ARP11,protein-coding,HGNC:37282,ENSG00000106526,NCBI
GENE ID:57180,ACTR3B,ARP11,protein-coding,HGNC:17256,ENSG00000133627,NCBI
GENE ID:10097,ACTR2,ARP2,protein-coding,HGNC:169,ENSG00000138071,NCBI
GENE ID:57379,AICDA,ARP2,protein-coding,HGNC:13203,ENSG00000111732,NCBI
GENE ID:23452,ANGPTL2,ARP2,protein-coding,HGNC:490,ENSG00000136859,NCBI
GENE ID:200315,APOBEC3A,ARP3,protein-coding,HGNC:17343,ENSG00000128383,NCBI
GENE ID:10096,ACTR3,ARP3,protein-coding,HGNC:170,ENSG00000115091,NCBI
GENE ID:51129,ANGPTL4,ARP4,protein-coding,HGNC:16039,ENSG00000167772,NCBI
GENE ID:9582,APOBEC3B,ARP4,protein-coding,HGNC:17352,ENSG00000179750,NCBI
GENE ID:83854,ANGPTL6,ARP5,protein-coding,HGNC:23140,ENSG00000130812,NCBI
GENE ID:27350,APOBEC3C,ARP5,protein-coding,HGNC:17353,ENSG00000244509,NCBI
GENE ID:64431,ACTR6,ARP6,protein-coding,HGNC:24025,ENSG00000075089,NCBI
GENE ID:140564,APOBEC3D,ARP6,protein-coding,HGNC:17354,ENSG00000243811,NCBI
GENE ID:200316,APOBEC3F,ARP8,protein-coding,HGNC:17356,ENSG00000128394,NCBI
GENE ID:93973,ACTR8,ARP8,protein-coding,HGNC:14672,ENSG00000113812,NCBI
GENE ID:57152,SLURP1,ARS,protein-coding,HGNC:18746,ENSG00000126233,NCBI
GENE ID:28960,DCPS,ARS,protein-coding,HGNC:29812,ENSG00000110063,NCBI
GENE ID:91526,ANKRD44,ARSB,protein-coding,HGNC:25259,ENSG00000065413,NCBI
GENE ID:413,ARSC2,ARSC,unknown,HGNC:716,,NCBI
GENE ID:412,STS,ARSC,protein-coding,HGNC:11425,ENSG00000101846,NCBI
GENE ID:283373,ANKRD52,ARSC,protein-coding,HGNC:26614,ENSG00000139645,NCBI
GENE ID:9048,ARTN,ART,protein-coding,HGNC:727,ENSG00000117407,NCBI
GENE ID:181,AGRP,ART,protein-coding,HGNC:330,ENSG00000159723,NCBI
GENE ID:417,ART1,ARTC1,protein-coding,HGNC:723,ENSG00000129744,NCBI
GENE ID:56987,BBX,ARTC1,protein-coding,HGNC:14422,ENSG00000114439,NCBI
GENE ID:5631,PRPS1,ARTS,protein-coding,HGNC:9462,ENSG00000147224,NCBI
GENE ID:5414,SEPTIN4,ARTS,protein-coding,HGNC:9165,ENSG00000108387,NCBI
GENE ID:112935892,LINC02605,AS,ncRNA,HGNC:53974,,NCBI
GENE ID:7337,UBE3A,AS,protein-coding,HGNC:12496,ENSG00000114062,NCBI
GENE ID:3106,HLA-B,AS,protein-coding,HGNC:4932,ENSG00000234745,NCBI
GENE ID:79884,MAP9,ASAP,protein-coding,HGNC:26118,ENSG00000164114,NCBI
GENE ID:84791,LINC00467,ASAP,ncRNA,HGNC:28227,ENSG00000153363,NCBI
GENE ID:212,ALAS2,ASB,protein-coding,HGNC:397,ENSG00000158578,NCBI
GENE ID:411,ARSB,ASB,protein-coding,HGNC:714,ENSG00000113273,NCBI
GENE ID:51130,ASB3,ASB-3,protein-coding,HGNC:16013,ENSG00000115239,NCBI
GENE ID:100302652,GPR75-ASB3,ASB-3,protein-coding,HGNC:40043,ENSG00000115239,NCBI
GENE ID:29108,PYCARD,ASC,protein-coding,HGNC:16608,ENSG00000103490,NCBI
GENE ID:412,STS,ASC,protein-coding,HGNC:11425,ENSG00000101846,NCBI
GENE ID:6122,RPL3,ASC-1,protein-coding,HGNC:10332,ENSG00000100316,NCBI
GENE ID:9325,TRIP4,ASC-1,protein-coding,HGNC:12310,ENSG00000103671,NCBI
GENE ID:56301,SLC7A10,ASC1,protein-coding,HGNC:11058,ENSG00000130876,NCBI
GENE ID:9325,TRIP4,ASC1,protein-coding,HGNC:12310,ENSG00000103671,NCBI
GENE ID:260434,PYDC1,ASC2,protein-coding,HGNC:30261,ENSG00000169900,NCBI
GENE ID:23054,NCOA6,ASC2,protein-coding,HGNC:15936,ENSG00000198646,NCBI
GENE ID:10849,POLR1G,ASE1,protein-coding,HGNC:24219,ENSG00000117877,NCBI
GENE ID:9055,PRC1,ASE1,protein-coding,HGNC:9341,ENSG00000198901,NCBI
GENE ID:5710,PSMD4,ASF,protein-coding,HGNC:9561,ENSG00000159352,NCBI
GENE ID:6426,SRSF1,ASF,protein-coding,HGNC:10780,ENSG00000136450,NCBI
GENE ID:416,ARSF,ASF,protein-coding,HGNC:721,ENSG00000062096,NCBI
GENE ID:429,ASCL1,ASH1,protein-coding,HGNC:738,ENSG00000139352,NCBI
GENE ID:55870,ASH1L,ASH1,protein-coding,HGNC:19088,ENSG00000116539,NCBI
GENE ID:430,ASCL2,ASH2,protein-coding,HGNC:739,ENSG00000183734,NCBI
GENE ID:9070,ASH2L,ASH2,protein-coding,HGNC:744,ENSG00000129691,NCBI
GENE ID:283120,H19,ASM,ncRNA,HGNC:4713,ENSG00000130600,NCBI
GENE ID:6609,SMPD1,ASM,protein-coding,HGNC:11120,ENSG00000166311,NCBI
GENE ID:4677,NARS1,ASNRS,protein-coding,HGNC:7643,ENSG00000134440,NCBI
GENE ID:9407,TMPRSS11D,ASP,protein-coding,HGNC:24059,ENSG00000153802,NCBI
GENE ID:443,ASPA,ASP,protein-coding,HGNC:756,ENSG00000108381,NCBI
GENE ID:259266,ASPM,ASP,protein-coding,HGNC:19048,ENSG00000066279,NCBI
GENE ID:83853,ROPN1L,ASP,protein-coding,HGNC:24060,ENSG00000145491,NCBI
GENE ID:434,ASIP,ASP,protein-coding,HGNC:745,ENSG00000101440,NCBI
GENE ID:9474,ATG5,ASP,protein-coding,HGNC:589,ENSG00000057663,NCBI
GENE ID:29974,A1CF,ASP,protein-coding,HGNC:24086,ENSG00000148584,NCBI
GENE ID:718,C3,ASP,protein-coding,HGNC:1318,ENSG00000125730,NCBI
GENE ID:25825,BACE2,ASP1,protein-coding,HGNC:934,ENSG00000182240,NCBI
GENE ID:55190,NUDT11,ASP1,protein-coding,HGNC:18011,ENSG00000196368,NCBI
GENE ID:55157,DARS2,ASPRS,protein-coding,HGNC:25538,ENSG00000117593,NCBI
GENE ID:79058,ASPSCR1,ASPS,protein-coding,HGNC:13825,ENSG00000169696,NCBI
GENE ID:1453,CSNK1D,ASPS,protein-coding,HGNC:2452,ENSG00000141551,NCBI
GENE ID:26503,SLC17A5,AST,protein-coding,HGNC:10933,ENSG00000119899,NCBI
GENE ID:2805,GOT1,AST,protein-coding,HGNC:4432,ENSG00000120053,NCBI
GENE ID:2628,GATM,AT,protein-coding,HGNC:4175,ENSG00000171766,NCBI
GENE ID:695,BTK,AT,protein-coding,HGNC:1133,ENSG00000010671,NCBI
GENE ID:101054525,PGR-AS1,AT1,ncRNA,HGNC:52650,,NCBI
GENE ID:472,ATM,AT1,protein-coding,HGNC:795,ENSG00000149311,NCBI
GENE ID:185,AGTR1,AT1,protein-coding,HGNC:336,ENSG00000144891,NCBI
GENE ID:9197,SLC33A1,AT1,protein-coding,HGNC:95,ENSG00000169359,NCBI
GENE ID:186,AGTR2,AT2,protein-coding,HGNC:338,ENSG00000180772,NCBI
GENE ID:101054525,PGR-AS1,AT2,ncRNA,HGNC:52650,,NCBI
GENE ID:462,SERPINC1,AT3,protein-coding,HGNC:775,ENSG00000117601,NCBI
GENE ID:101054525,PGR-AS1,AT3,ncRNA,HGNC:52650,,NCBI
GENE ID:4287,ATXN3,AT3,protein-coding,HGNC:7106,ENSG00000066427,NCBI
GENE ID:9560,CCL4L2,AT744.2,protein-coding,HGNC:24066,ENSG00000276070,NCBI
GENE ID:388372,CCL4L1,AT744.2,protein-coding,HGNC:10631,,NCBI
GENE ID:472,ATM,ATD,protein-coding,HGNC:795,ENSG00000149311,NCBI
GENE ID:112487,DTD2,ATD,protein-coding,HGNC:20277,ENSG00000129480,NCBI
GENE ID:472,ATM,ATDC,protein-coding,HGNC:795,ENSG00000149311,NCBI
GENE ID:23650,TRIM29,ATDC,protein-coding,HGNC:17274,ENSG00000137699,NCBI
GENE ID:2668,GDNF,ATF,protein-coding,HGNC:4232,ENSG00000168621,NCBI
GENE ID:5328,PLAU,ATF,protein-coding,HGNC:9052,ENSG00000122861,NCBI
GENE ID:23710,GABARAPL1,ATG8,protein-coding,HGNC:4068,ENSG00000139112,NCBI
GENE ID:11345,GABARAPL2,ATG8,protein-coding,HGNC:13291,ENSG00000034713,NCBI
GENE ID:5211,PFKL,ATP-PFK,protein-coding,HGNC:8876,ENSG00000141959,NCBI
GENE ID:5213,PFKM,ATP-PFK,protein-coding,HGNC:8877,ENSG00000152556,NCBI
GENE ID:5214,PFKP,ATP-PFK,protein-coding,HGNC:8878,ENSG00000067057,NCBI
GENE ID:480,ATP1A4,ATP1A1,protein-coding,HGNC:14073,ENSG00000132681,NCBI
GENE ID:478,ATP1A3,ATP1A1,protein-coding,HGNC:801,ENSG00000105409,NCBI
GENE ID:498,ATP5F1A,ATP5A,protein-coding,HGNC:823,ENSG00000152234,NCBI
GENE ID:522,ATP5PF,ATP5A,protein-coding,HGNC:847,ENSG00000154723,NCBI
GENE ID:517,ATP5MC2,ATP5A,protein-coding,HGNC:842,ENSG00000135390,NCBI
GENE ID:516,ATP5MC1,ATP5A,protein-coding,HGNC:841,ENSG00000159199,NCBI
GENE ID:442415,ATP5F1AP7,ATP5A1P9,pseudo,HGNC:37665,ENSG00000241571,NCBI
GENE ID:392322,ATP5F1AP8,ATP5A1P9,pseudo,HGNC:37666,ENSG00000234720,NCBI
GENE ID:528,ATP6V1C1,ATP6C,protein-coding,HGNC:856,ENSG00000155097,NCBI
GENE ID:527,ATP6V0C,ATP6C,protein-coding,HGNC:855,ENSG00000185883,NCBI
GENE ID:9114,ATP6V0D1,ATP6D,protein-coding,HGNC:13724,ENSG00000159720,NCBI
GENE ID:528,ATP6V1C1,ATP6D,protein-coding,HGNC:856,ENSG00000155097,NCBI
GENE ID:534,ATP6V1G2,ATP6G,protein-coding,HGNC:862,ENSG00000213760,NCBI
GENE ID:9550,ATP6V1G1,ATP6G,protein-coding,HGNC:864,ENSG00000136888,NCBI
GENE ID:522,ATP5PF,ATPM,protein-coding,HGNC:847,ENSG00000154723,NCBI
GENE ID:498,ATP5F1A,ATPM,protein-coding,HGNC:823,ENSG00000152234,NCBI
GENE ID:84168,ANTXR1,ATR,protein-coding,HGNC:21014,ENSG00000169604,NCBI
GENE ID:326625,MMAB,ATR,protein-coding,HGNC:19331,ENSG00000139428,NCBI
GENE ID:390502,SERPINA2,ATR,protein-coding,HGNC:8985,ENSG00000258597,NCBI
GENE ID:6519,SLC3A1,ATR1,protein-coding,HGNC:11025,ENSG00000138079,NCBI
GENE ID:185,AGTR1,ATR1,protein-coding,HGNC:336,ENSG00000144891,NCBI
GENE ID:81031,SLC2A10,ATS,protein-coding,HGNC:13444,ENSG00000197496,NCBI
GENE ID:1287,COL4A5,ATS,protein-coding,HGNC:2207,ENSG00000188153,NCBI
GENE ID:1286,COL4A4,ATS2,protein-coding,HGNC:2206,ENSG00000081052,NCBI
GENE ID:1285,COL4A3,ATS2,protein-coding,HGNC:2204,ENSG00000169031,NCBI
GENE ID:7274,TTPA,ATTP,protein-coding,HGNC:12404,ENSG00000137561,NCBI
GENE ID:55293,UEVLD,ATTP,protein-coding,HGNC:30866,ENSG00000151116,NCBI
GENE ID:23049,SMG1,ATX,protein-coding,HGNC:30045,ENSG00000157106,NCBI
GENE ID:5168,ENPP2,ATX,protein-coding,HGNC:3357,ENSG00000136960,NCBI
GENE ID:6310,ATXN1,ATX1,protein-coding,HGNC:10548,ENSG00000124788,NCBI
GENE ID:475,ATOX1,ATX1,protein-coding,HGNC:798,ENSG00000177556,NCBI
GENE ID:4059,BCAM,AU,protein-coding,HGNC:6722,ENSG00000187244,NCBI
GENE ID:55806,HR,AU,protein-coding,HGNC:5172,ENSG00000168453,NCBI
GENE ID:389658,ALKAL1,AUGA,protein-coding,HGNC:33775,ENSG00000196711,NCBI
GENE ID:285016,ALKAL2,AUGA,protein-coding,HGNC:27683,ENSG00000189292,NCBI
GENE ID:84938,ATG4C,AUTL1,protein-coding,HGNC:16040,ENSG00000125703,NCBI
GENE ID:23192,ATG4B,AUTL1,protein-coding,HGNC:20790,ENSG00000168397,NCBI
GENE ID:3454,IFNAR1,AVP,protein-coding,HGNC:5432,ENSG00000142166,NCBI
GENE ID:114548,NLRP3,AVP,protein-coding,HGNC:16400,ENSG00000162711,NCBI
GENE ID:22994,CEP131,AZ1,protein-coding,HGNC:29511,ENSG00000141577,NCBI
GENE ID:4946,OAZ1,AZ1,protein-coding,HGNC:8095,ENSG00000104904,NCBI
GENE ID:4947,OAZ2,AZ2,protein-coding,HGNC:8096,ENSG00000180304,NCBI
GENE ID:64343,AZI2,AZ2,protein-coding,HGNC:24002,ENSG00000163512,NCBI
GENE ID:4946,OAZ1,AZI,protein-coding,HGNC:8095,ENSG00000104904,NCBI
GENE ID:51582,AZIN1,AZI,protein-coding,HGNC:16432,ENSG00000155096,NCBI
GENE ID:51582,AZIN1,AZI1,protein-coding,HGNC:16432,ENSG00000155096,NCBI
GENE ID:22994,CEP131,AZI1,protein-coding,HGNC:29511,ENSG00000141577,NCBI
GENE ID:55902,ACSS2,AceCS1,protein-coding,HGNC:15814,ENSG00000131069,NCBI
GENE ID:127898561,MIURF,AltMIEF1,protein-coding,,ENSG00000285025,NCBI
GENE ID:54471,MIEF1,AltMIEF1,protein-coding,HGNC:25979,ENSG00000100335,NCBI
GENE ID:100533990,APOC4-APOC2,Apo-CIV,ncRNA,HGNC:44426,,NCBI
GENE ID:100533990,APOC4-APOC2,ApoC-IV,ncRNA,HGNC:44426,,NCBI
GENE ID:5917,RARS1,ArgRS,protein-coding,HGNC:9870,ENSG00000113643,NCBI
GENE ID:57038,RARS2,ArgRS,protein-coding,HGNC:21406,ENSG00000146282,NCBI
