,ENSG_ID,gene_symbol,HGNC_ID,NCBI_ID,alias_symbol
5818,ENSG00000126010,GRPR,4609,2925,BB2
1880,ENSG00000090339,ICAM1,5344,3383,BB2
10852,ENSG00000162604,TM2D1,24142,83941,BBP
12360,ENSG00000168066,SF1,12950,7536,BBP
9953,ENSG00000155629,PIK3AP1,30034,118788,BCAP
7260,ENSG00000136147,PHF11,17024,51131,BCAP
4709,ENSG00000117174,ZNHIT6,26089,54680,BCD1
1001,ENSG00000067082,KLF6,2235,1316,BCD1
21872,ENSG00000205571,SMN2,11118,6606,BCD541
13311,ENSG00000172062,SMN1,11117,6606,BCD541
11168,ENSG00000163644,PPM1K,25415,152926,BDP
14794,ENSG00000179361,ARID3B,14350,10620,BDP
6906,ENSG00000134262,AP4B1,572,10717,BETA-4
48393,ENSG00000258947,TUBB3,20772,10381,BETA-4
10966,ENSG00000162992,NEUROD1,7762,4760,BETA2
16821,ENSG00000188229,TUBB4B,20771,10383,BETA2
2485,ENSG00000101204,CHRNA4,1958,1137,BFNC
1289,ENSG00000075043,KCNQ2,6296,3785,BFNC
24847,ENSG00000215012,RTL10,26112,79680,BOP
4486,ENSG00000115593,SMYD1,20986,150572,BOP
6978,ENSG00000134690,CDCA8,14629,55143,BOR
2913,ENSG00000104313,EYA1,3519,2138,BOR
6120,ENSG00000128915,ICE2,29885,79664,BRCC1
310,ENSG00000012048,BRCA1,1100,672,BRCC1
48965,ENSG00000259571,BLID,33495,414899,BRCC2
7896,ENSG00000139618,BRCA2,1101,675,BRCC2
8882,ENSG00000146247,PHIP,15673,55023,BRWD2
5026,ENSG00000120008,WDR11,13831,55717,BRWD2
3828,ENSG00000110768,GTF2H1,4655,2965,BTF2
8794,ENSG00000145736,GTF2H2,4656,2966,BTF2
3910,ENSG00000111358,GTF2H3,4657,2967,BTF2
11017,ENSG00000163161,ERCC3,3435,2071,BTF2
5719,ENSG00000125651,GTF2F1,4652,2962,BTF4
16849,ENSG00000188342,GTF2F2,4653,2963,BTF4
10111,ENSG00000156970,BUB1B,1149,701,BUB1A
12737,ENSG00000169679,BUB1,1148,699,BUB1A
9324,ENSG00000149792,MRPL49,1176,740,C11ORF4
13583,ENSG00000173264,GPR137,24300,56834,C11ORF4
62218,ENSG00000278615,C11orf98,51238,102288414,C11ORF48
10773,ENSG00000162194,LBHD1,28351,79081,C11ORF48
5372,ENSG00000123094,RASSF8,13232,11228,C12ORF2
3850,ENSG00000110925,CSRNP2,16006,81566,C12ORF2
13016,ENSG00000170891,CYTL1,24435,54360,C17
39439,ENSG00000241258,CRCP,17888,27297,C17
13275,ENSG00000171931,FBXW10,1211,10517,C17ORF1
15985,ENSG00000184922,FMNL1,1212,752,C17ORF1
46221,ENSG00000255112,CHMP1B,24287,57132,C18ORF2
6585,ENSG00000132204,LINC00470,1225,,C18ORF2
14666,ENSG00000178752,ERFE,26727,151176,C1QTNF15
15377,ENSG00000182447,OTOL1,34071,131149,C1QTNF15
5461,ENSG00000123838,C4BPA,1325,722,C4BP
5462,ENSG00000123843,C4BPB,1328,725,C4BP
17589,ENSG00000197405,C5AR1,1338,728,C5A
3383,ENSG00000106804,C5,1331,727,C5A
5352,ENSG00000122863,CHST3,1971,9469,C6ST
13915,ENSG00000175040,CHST2,1970,9435,C6ST
13961,ENSG00000175264,CHST1,1969,8534,C6ST
12719,ENSG00000169598,DFFB,2773,1677,CAD
12098,ENSG00000167080,B4GALNT2,24136,124872,CAD
2719,ENSG00000102794,ACOD1,33904,730249,CAD
12246,ENSG00000167670,CHAF1A,1910,10036,CAF-1
10404,ENSG00000159259,CHAF1B,1911,8208,CAF-1
9944,ENSG00000155508,CNOT8,9207,9337,CAF1
18052,ENSG00000198791,CNOT7,14101,29883,CAF1
6865,ENSG00000134058,CDK7,1778,1022,CAK
7496,ENSG00000137332,DDR1,2730,780,CAK
10819,ENSG00000162458,FBLIM1,24686,54751,CAL
634,ENSG00000047932,GOPC,17643,57120,CAL
17038,ENSG00000189057,FAM111B,24200,374393,CANP
349,ENSG00000014216,CAPN1,1476,823,CANP
8225,ENSG00000141867,BRD4,13575,23476,CAP
2048,ENSG00000095637,SORBS1,14565,10580,CAP
11817,ENSG00000165996,HACD1,9639,9200,CAP
4212,ENSG00000113441,LNPEP,6656,4012,CAP
5581,ENSG00000124570,SERPINB6,8950,5269,CAP
6458,ENSG00000131236,CAP1,20040,10487,CAP
11928,ENSG00000166401,SERPINB8,8952,5271,CAP2
7549,ENSG00000137648,TMPRSS4,11878,56649,CAP2
12945,ENSG00000170542,SERPINB9,8955,5272,CAP3
9266,ENSG00000149418,ST14,11344,6768,CAP3
8400,ENSG00000143257,NR1I3,7969,9970,CAR
17753,ENSG00000197912,SPG7,11237,6687,CAR
24608,ENSG00000214319,CXADRP1,23770,,CAR
9853,ENSG00000154639,CXADR,2559,1525,CAR
14753,ENSG00000179136,LINC00670,44338,284034,CARDINAL
3132,ENSG00000105483,CARD8,17057,22900,CARDINAL
39257,ENSG00000240849,PEDS1,16735,387521,CARF
12481,ENSG00000168564,CDKN2AIP,24325,55602,CARF
1355,ENSG00000076604,TRAF4,12034,9618,CART1
14971,ENSG00000180318,ALX1,1494,8092,CART1
5514,ENSG00000124207,CSE1L,2431,1434,CAS
688,ENSG00000050820,BCAR1,971,9564,CAS
12873,ENSG00000170275,CRTAP,2379,10491,CASP
47665,ENSG00000257923,CUX1,2557,1523,CASP
11614,ENSG00000165125,TRPV6,14006,55503,CAT1
2034,ENSG00000095321,CRAT,2342,1384,CAT1
3246,ENSG00000105974,CAV1,1527,857,CAV
3245,ENSG00000105971,CAV2,1528,858,CAV
2639,ENSG00000102076,OPN1LW,9936,5956,CBBM
53794,ENSG00000268221,OPN1MW,4206,2652,CBBM
8269,ENSG00000142273,CBLC,15961,23624,CBL-3
54456,ENSG00000270123,VTRNA2-1,37054,,CBL-3
93,ENSG00000005339,CREBBP,2348,1387,CBP
1356,ENSG00000076641,PAG1,30043,55824,CBP
8651,ENSG00000144648,ACKR2,1565,1238,CCBP2
6135,ENSG00000129048,ACKR4,1611,51554,CCBP2
7039,ENSG00000135049,AGTPBP1,17258,23287,CCP1
7359,ENSG00000136710,CCDC115,28178,84317,CCP1
10299,ENSG00000158485,CD1B,1635,910,CD1
10294,ENSG00000158477,CD1A,1634,909,CD1
10296,ENSG00000158481,CD1C,1636,911,CD1
10902,ENSG00000162747,FCGR3B,3620,2215,CD16
21275,ENSG00000203747,FCGR3A,3619,2214,CD16
13336,ENSG00000172183,ISG20,6130,3669,CD25
6943,ENSG00000134460,IL2RA,6008,3559,CD25
8395,ENSG00000143226,FCGR2A,3616,2212,CD32
1205,ENSG00000072694,FCGR2B,3618,2213,CD32
23387,ENSG00000211689,TRGC1,12275,445347,CD3G
72775,ENSG00000289746,TARP,,445347,CD3G
16563,ENSG00000187116,LILRA5,16309,353514,CD85
3033,ENSG00000104972,LILRB1,6605,10859,CD85
12883,ENSG00000170312,CDK1,1722,983,CDC2
851,ENSG00000062822,POLD1,9175,5424,CDC2
10280,ENSG00000158402,CDC25C,1727,995,CDC25
788,ENSG00000058335,RASGRF1,9875,5923,CDC25
6221,ENSG00000129910,CDH15,1754,1013,CDH14
8768,ENSG00000145526,CDH18,1757,1016,CDH14
2562,ENSG00000101542,CDH20,1760,28316,CDH7
1174,ENSG00000071991,CDH19,1758,28513,CDH7
39851,ENSG00000242221,PSG2,9519,5670,CEA
177,ENSG00000007306,CEACAM7,1819,1087,CEA
2733,ENSG00000102890,ELMO3,17289,79767,CED-12
847,ENSG00000062598,ELMO2,17233,63916,CED-12
9973,ENSG00000155849,ELMO1,16286,9844,CED-12
17382,ENSG00000196735,HLA-DQA1,4942,3117,CELIAC1
14792,ENSG00000179344,HLA-DQB1,4944,3119,CELIAC1
7282,ENSG00000136243,NUP42,17010,11097,CG1
343,ENSG00000013619,MAMLD1,2568,10046,CG1
5888,ENSG00000126777,KTN1,6467,3895,CG1
3960,ENSG00000111711,GOLT1B,20175,51026,CGI-141
13823,ENSG00000174567,GOLT1A,24766,127845,CGI-141
5504,ENSG00000124177,CHD6,19057,84181,CHD5
15294,ENSG00000182093,GET1,12790,7485,CHD5
176,ENSG00000007264,MATK,6906,4145,CHK
3825,ENSG00000110721,CHKA,1937,1119,CHK
4355,ENSG00000114779,ABHD14B,28235,84836,CIB
16025,ENSG00000185043,CIB1,16920,10519,CIB
5086,ENSG00000120457,KCNJ5,6266,3762,CIR
7714,ENSG00000138433,CIR1,24217,9541,CIR
59625,ENSG00000276409,CCL14,10612,6358,CKB1
21507,ENSG00000204435,CSNK2B,2460,1460,CKB1
45547,ENSG00000254331,CKS1BP7,1999,,CKS1
13560,ENSG00000173207,CKS1B,19083,1163,CKS1
14381,ENSG00000177300,CLDN22,2044,53842,CLDN21
16205,ENSG00000185758,CLDN24,37200,100132463,CLDN21
3435,ENSG00000107438,PDLIM1,2067,9124,CLIM1
12755,ENSG00000169744,LDB2,6533,9079,CLIM1
395,ENSG00000019582,CD74,1697,972,CLIP
3365,ENSG00000106665,CLIP2,2586,7461,CLIP
6378,ENSG00000130779,CLIP1,10461,6249,CLIP
1925,ENSG00000091136,LAMB1,6486,3912,CLM
13597,ENSG00000173335,CST9,13261,128822,CLM
4193,ENSG00000113302,IL12B,5970,3593,CLMF
12534,ENSG00000168811,IL12A,5969,3592,CLMF
6148,ENSG00000129170,CSRP3,2472,8048,CLP
2790,ENSG00000103187,COTL1,18304,23406,CLP
14596,ENSG00000178363,CALML3,1452,810,CLP
31528,ENSG00000229749,COTL1P1,2086,,CLPSMCR
35941,ENSG00000235323,COTL1P2,24322,,CLPSMCR
730,ENSG00000054523,KIF1B,16636,23095,CMT2
5601,ENSG00000124688,MAD2L1BP,21059,9587,CMT2
13697,ENSG00000173846,PLK3,2154,1263,CNK
8318,ENSG00000142675,CNKSR1,19700,10256,CNK
10040,ENSG00000156313,RPGR,10295,6103,COD1
2769,ENSG00000103051,COG4,18620,25839,COD1
32149,ENSG00000230524,COL6A4P1,33484,,COL6A4
30321,ENSG00000228252,COL6A4P2,38501,,COL6A4
14107,ENSG00000176046,NUPR1,29990,26471,COM1
2584,ENSG00000101773,RBBP8,9891,5932,COM1
11887,ENSG00000166260,COX11,2261,1353,COX11P
32649,ENSG00000231162,COX11P1,2262,,COX11P
11852,ENSG00000166143,PPP1R14D,14953,54866,CPI17-LIKE
18022,ENSG00000198729,PPP1R14C,14952,81706,CPI17-LIKE
10629,ENSG00000160882,CYP11B1,2591,1584,CPN1
24511,ENSG00000214078,CPNE1,2314,8904,CPN1
10139,ENSG00000157184,CPT2,2330,1376,CPT1
3944,ENSG00000111666,CHPT1,17852,56994,CPT1
3766,ENSG00000110090,CPT1A,2328,1374,CPT1
17241,ENSG00000196352,CD55,2665,1604,CR
39402,ENSG00000241186,CRIPTO,11701,6997,CR
16335,ENSG00000186197,EDARADD,14341,128178,CR
3620,ENSG00000108848,LUC7L3,24309,51747,CRA
353,ENSG00000014914,MTMR11,24307,10903,CRA
4283,ENSG00000114113,RBP2,9920,5948,CRABP-II
8410,ENSG00000143320,CRABP2,2339,1382,CRABP-II
15461,ENSG00000182809,CRIP2,2361,1397,CRP2
13945,ENSG00000175183,CSRP2,2470,1466,CRP2
54061,ENSG00000269058,CALR3,20407,125972,CRT2
9646,ENSG00000152779,SLC16A12,23094,387700,CRT2
24071,ENSG00000213218,CSH2,2441,1443,CS-2
14493,ENSG00000177791,MYOZ1,13752,58529,CS-2
4649,ENSG00000116761,CTH,2501,1491,CSE
4730,ENSG00000117394,SLC2A1,11005,6513,CSE
28827,ENSG00000226344,CST12P,31920,,CST
6029,ENSG00000128242,GAL3ST1,24240,9514,CST
30837,ENSG00000228927,TSPY3,33876,728137,CT78
48434,ENSG00000258992,TSPY1,12381,7258,CT78
7677,ENSG00000138182,KIF20B,7212,9585,CT90
5551,ENSG00000124383,MPHOSPH10,7213,10199,CT90
14543,ENSG00000178081,ULK4P3,15777,,D-X
49380,ENSG00000260128,ULK4P2,15776,,D-X
50215,ENSG00000261279,ULK4P1,15775,,D-X
11305,ENSG00000164062,APEH,586,327,D3F15S2
13633,ENSG00000173531,MST1,7380,4485,D3F15S2
927,ENSG00000065357,DGKA,2849,1606,DAGK
8723,ENSG00000145214,DGKQ,2856,1609,DAGK
1519,ENSG00000080845,DLGAP4,24476,22839,DAP4
7525,ENSG00000137492,THAP12,9440,5612,DAP4
8738,ENSG00000145321,GC,4187,2638,DBP
6835,ENSG00000133835,HSD17B4,5213,3295,DBP
2402,ENSG00000100811,YY1,12856,7528,DELTA
8286,ENSG00000142507,PSMB6,9543,5694,DELTA
15197,ENSG00000181585,TMIE,30800,259236,DFNB6
4400,ENSG00000115155,OTOF,8515,9381,DFNB6
14929,ENSG00000180096,SEPTIN1,2879,1731,DIFF6
12433,ENSG00000168385,SEPTIN2,7729,4735,DIFF6
10181,ENSG00000157514,TSC22D3,3051,1831,DIP
1301,ENSG00000075240,GRAMD4,29113,23151,DIP
13966,ENSG00000175283,DOLK,23406,22845,DK1
23559,ENSG00000211921,IGHD5-12,5508,,DK1
3903,ENSG00000111328,CDK2AP1,14002,8099,DOC-1
12434,ENSG00000168386,FILIP1L,24589,11259,DOC-1
7180,ENSG00000135750,KCNK1,6272,3775,DPK
7047,ENSG00000135090,TAOK3,18133,51347,DPK
14554,ENSG00000178125,PPP1R42,33732,286187,DTR
4164,ENSG00000113070,HBEGF,3059,1839,DTR
12192,ENSG00000167513,CDT1,24576,81620,DUP
4196,ENSG00000113318,MSH3,7326,4437,DUP
6004,ENSG00000127952,STYXL1,18165,51657,DUSP24
6840,ENSG00000133878,DUSP26,28161,78986,DUSP24
8736,ENSG00000145293,ENOPH1,24599,58478,E1
57230,ENSG00000274266,SNORA73A,10115,,E1
6400,ENSG00000130939,UBE4B,12500,10277,E4
3790,ENSG00000110344,UBE4A,12499,9354,E4
1334,ENSG00000075914,EXOSC7,28112,23016,EAP1
11474,ENSG00000164611,PTTG1,9690,9232,EAP1
12082,ENSG00000166974,MAPRE2,6891,10982,EB1
2529,ENSG00000101367,MAPRE1,6890,22919,EB1
33758,ENSG00000232587,EEF1A1P3,3194,,EEF1AL
2486,ENSG00000101210,EEF1A2,3192,1917,EEF1AL
8719,ENSG00000145191,EIF2B5,3261,8893,EIF-2B
1137,ENSG00000070785,EIF2B3,3259,8891,EIF-2B
3911,ENSG00000111361,EIF2B1,3257,1967,EIF-2B
5809,ENSG00000125977,EIF2S2,3266,8894,EIF2
6365,ENSG00000130741,EIF2S3,3267,1968,EIF2
11703,ENSG00000165521,EML5,18197,161436,EMAP-2
11285,ENSG00000164022,AIMP1,10648,9255,EMAP-2
32702,ENSG00000231234,SKP1P1,33696,,EMC19
4225,ENSG00000113558,SKP1,10899,6500,EMC19
4186,ENSG00000113263,ITK,6171,3702,EMT
8915,ENSG00000146477,SLC22A3,10967,6581,EMT
2823,ENSG00000103355,PRSS33,30405,260429,EOS
5416,ENSG00000123411,IKZF4,13179,64375,EOS
1953,ENSG00000091831,ESR1,3467,2099,ER
5634,ENSG00000124882,EREG,3443,2069,ER
8745,ENSG00000145354,CISD2,24212,493856,ERIS
15912,ENSG00000184584,STING1,27962,340061,ERIS
8546,ENSG00000143947,RPS27A,10417,6233,ES31
13489,ENSG00000172828,CES3,1865,23491,ES31
949,ENSG00000065717,TLE2,11838,7089,ESG
17396,ENSG00000196781,TLE1,11837,7088,ESG
7994,ENSG00000140332,TLE3,11839,7090,ESG
607,ENSG00000044524,EPHA3,3387,2042,ETK
2626,ENSG00000102010,BMX,1079,660,ETK
41796,ENSG00000249054,FAM138D,33583,677784,F379
65175,ENSG00000282591,FAM138F,33581,641702,F379
41679,ENSG00000248893,FAM138E,32335,100124412,F379
28966,ENSG00000226516,FAM138B,33582,654412,F379
37761,ENSG00000237613,FAM138A,32334,645520,F379
25478,ENSG00000218839,FAM138C,32333,654835,F379
11552,ENSG00000164896,FASTK,24676,10922,FAST
32364,ENSG00000230798,FOXD3-AS1,40241,100996301,FAST
3525,ENSG00000108306,FBXL20,24679,84961,FBL2
9732,ENSG00000153558,FBXL2,13598,25827,FBL2
4049,ENSG00000112234,FBXL4,13601,26235,FBL4
4859,ENSG00000118564,FBXL5,13602,26234,FBL4
15349,ENSG00000182325,FBXL6,13603,26233,FBL6
15655,ENSG00000183580,FBXL7,13604,23194,FBL6
10854,ENSG00000162613,FUBP1,4004,8880,FBP
4925,ENSG00000119396,RAB14,16524,51552,FBP
11617,ENSG00000165140,FBP1,3606,2203,FBP
10096,ENSG00000156860,FBRS,20442,64319,FBS
11336,ENSG00000164117,FBXO8,13587,26269,FBS
9741,ENSG00000153767,GTF2E1,4650,2960,FE
17549,ENSG00000197265,GTF2E2,4651,2961,FE
1528,ENSG00000081051,AFP,317,174,FETA
14860,ENSG00000179766,ATP8B5P,27245,,FETA
7351,ENSG00000136694,IL36A,15562,27179,FIL1
7352,ENSG00000136695,IL36RN,15561,26525,FIL1
7353,ENSG00000136696,IL36B,15564,27177,FIL1
5709,ENSG00000125571,IL37,15563,27178,FIL1
14901,ENSG00000179950,PUF60,17042,22827,FIR
144,ENSG00000006607,FARP2,16460,9855,FIR
16636,ENSG00000187554,TLR5,11851,7100,FLJ10052
8464,ENSG00000143502,SUSD4,25470,55061,FLJ10052
16851,ENSG00000188352,FOCAD,23377,54914,FLJ20375
15603,ENSG00000183354,BRD10,23378,158358,FLJ20375
5296,ENSG00000122420,PTGFR,9600,5737,FP
1234,ENSG00000073578,SDHA,10680,6389,FP
2920,ENSG00000104332,SFRP1,10776,6422,FRP
11084,ENSG00000163430,FSTL1,3972,11167,FRP
21447,ENSG00000204304,PBX2,8633,5089,G17
16847,ENSG00000188338,SLC38A3,18044,10991,G17
14700,ENSG00000178934,LGALS7B,34447,3963,GAL7
21748,ENSG00000205076,LGALS7,6568,3963,GAL7
1648,ENSG00000084754,HADHA,4801,3030,GBP
2201,ENSG00000100097,LGALS1,6561,3956,GBP
74052,ENSG00000291237,SOD2,11180,6648,GC1
2724,ENSG00000102837,OLFM4,17190,10562,GC1
40712,ENSG00000244234,GMCL2,19717,64396,GCL
4426,ENSG00000115271,GCA,15990,25801,GCL
4290,ENSG00000114166,KAT2B,8638,8850,GCN5
3599,ENSG00000108773,KAT2A,4201,2648,GCN5
9114,ENSG00000148154,UGCG,12524,7357,GCS
8,ENSG00000001084,GCLC,4311,2729,GCS
11686,ENSG00000165475,CRYL1,18246,51084,GDH
3726,ENSG00000109814,UGDH,12525,7358,GDH
657,ENSG00000049239,H6PD,4795,9563,GDH
9182,ENSG00000148672,GLUD1,4335,2746,GDH
39307,ENSG00000240972,MIF,7097,4282,GIF
6999,ENSG00000134812,CBLIF,4268,2694,GIF
1739,ENSG00000087250,MT3,7408,4504,GIF
39591,ENSG00000241635,UGT1A1,12530,54658,GNT1
12123,ENSG00000167165,UGT1A6,12538,54578,GNT1
4286,ENSG00000114124,GRK7,17031,131890,GPRK7
2143,ENSG00000099875,MKNK2,7111,2872,GPRK7
32400,ENSG00000230845,GSTA10P,49904,,GSTAP2
37811,ENSG00000237674,GSTA7P,4631,,GSTAP2
60361,ENSG00000277075,H2AC8,4724,3012,H2A.1
62266,ENSG00000278677,H2AC17,4735,8336,H2A.1
61092,ENSG00000277745,H2AB3,14455,83740,H2A.B.1
61179,ENSG00000277858,H2AB2,18298,474381,H2A.B.1
21299,ENSG00000203811,H3C14,20503,126961,H3
13082,ENSG00000171136,RLN3,17135,117579,H3
69801,ENSG00000287080,H3C3,4768,8352,H3.1
57642,ENSG00000274750,H3C6,4769,8353,H3.1
14999,ENSG00000180448,ARHGAP45,17102,23526,HA-1
2015,ENSG00000094796,KRT31,6448,3881,HA-1
3597,ENSG00000108759,KRT32,6449,3882,HA-2
7295,ENSG00000136286,MYO1G,13880,64005,HA-2
21832,ENSG00000205426,KRT81,6458,3887,HB-1
10302,ENSG00000158497,HMHB1,29677,57824,HB-1
39870,ENSG00000242265,PEG10,14005,23089,HB-1
4501,ENSG00000115677,HDLBP,4857,3069,HBP
11269,ENSG00000163950,SLBP,10904,7884,HBP
341,ENSG00000013583,HEBP1,17176,50865,HBP
4399,ENSG00000115145,STAM2,11358,10254,HBP
48916,ENSG00000259513,CYCSP38,24411,,HC2
6139,ENSG00000129084,PSMA1,9530,5682,HC2
29876,ENSG00000227666,CYCSP24,24398,,HC3
3348,ENSG00000106588,PSMA2,9531,5683,HC3
55246,ENSG00000271423,CYCSP1,20095,,HC5
198,ENSG00000008018,PSMB1,9537,5689,HC5
34534,ENSG00000233549,CYCSP35,24409,,HC8
2355,ENSG00000100567,PSMA3,9532,5684,HC8
15326,ENSG00000182208,MOB2,24904,81532,HCCA2
11068,ENSG00000163374,YY1AP1,30935,55249,HCCA2
1837,ENSG00000089220,PEBP1,8630,5037,HCNP
1365,ENSG00000076924,XAB2,14089,56949,HCNP
31216,ENSG00000229357,CYCSP51,24383,,HCP1
21790,ENSG00000205268,PDE7A,8791,5150,HCP1
1348,ENSG00000076351,SLC46A1,30521,113235,HCP1
1230,ENSG00000073350,LLGL2,6629,3993,HGL
15354,ENSG00000182333,LIPF,6622,8513,HGL
6981,ENSG00000134709,HOOK1,19884,51361,HK1
15334,ENSG00000182255,KCNA4,6222,3739,HK1
2026,ENSG00000095066,HOOK2,19885,29911,HK2
6240,ENSG00000130037,KCNA5,6224,3741,HK2
1058,ENSG00000068796,KIF2A,6318,3796,HK2
14382,ENSG00000177301,KCNA2,6220,3737,HK4
3360,ENSG00000106633,GCK,4195,2645,HK4
11829,ENSG00000166035,LIPC,6619,3990,HL
4722,ENSG00000117305,HMGCL,5005,3155,HL
9016,ENSG00000147274,RBMX,9910,27316,HNRNP-G
25235,ENSG00000216835,RBMXP1,9911,,HNRNP-G
13159,ENSG00000171476,HOPX,24961,84525,HOP
12450,ENSG00000168439,STIP1,11387,10963,HOP
17645,ENSG00000197576,HOXA4,5105,3201,HOX1
3258,ENSG00000106006,HOXA6,5107,3203,HOX1
3255,ENSG00000105997,HOXA3,5104,3200,HOX1
1429,ENSG00000078399,HOXA9,5109,3205,HOX1
5320,ENSG00000122592,HOXA7,5108,3204,HOX1
3252,ENSG00000105991,HOXA1,5099,3198,HOX1
78,ENSG00000005073,HOXA11,5101,3207,HOX1
44679,ENSG00000253293,HOXA10,5100,3206,HOX1
3265,ENSG00000106031,HOXA13,5102,3209,HOX1
3257,ENSG00000106004,HOXA5,5106,3202,HOX1
49308,ENSG00000260027,HOXB7,5118,3217,HOX2
13713,ENSG00000173917,HOXB2,5113,3212,HOX2
3560,ENSG00000108511,HOXB6,5117,3216,HOX2
15444,ENSG00000182742,HOXB4,5115,3214,HOX2
5035,ENSG00000120068,HOXB8,5119,3218,HOX2
5041,ENSG00000120094,HOXB1,5111,3211,HOX2
5040,ENSG00000120093,HOXB3,5114,3213,HOX2
5037,ENSG00000120075,HOXB5,5116,3215,HOX2
12977,ENSG00000170689,HOXB9,5120,3219,HOX2
545,ENSG00000037965,HOXC8,5129,3224,HOX3
17702,ENSG00000197757,HOXC6,5128,3223,HOX3
17896,ENSG00000198353,HOXC4,5126,3221,HOX3
15058,ENSG00000180806,HOXC9,5130,3225,HOX3
13479,ENSG00000172789,HOXC5,5127,3222,HOX3
5409,ENSG00000123364,HOXC13,5125,3229,HOX3
6104,ENSG00000128713,HOXD11,5134,3237,HOX4
6103,ENSG00000128710,HOXD10,5133,3236,HOX4
6102,ENSG00000128709,HOXD9,5140,3235,HOX4
14081,ENSG00000175879,HOXD8,5139,3234,HOX4
6092,ENSG00000128645,HOXD1,5132,3231,HOX4
12849,ENSG00000170166,HOXD4,5138,3233,HOX4
3653,ENSG00000109103,UNC119,12565,9094,HRG4
12757,ENSG00000169752,NRG4,29862,145957,HRG4
16076,ENSG00000185238,PRMT3,30163,10196,HRMT1L3
3879,ENSG00000111218,PRMT8,5188,56341,HRMT1L3
2381,ENSG00000100650,SRSF5,10787,6430,HRS
16112,ENSG00000185359,HGS,4897,9146,HRS
40554,ENSG00000243896,OR2A7,8234,401427,HSDJ0798C17
30891,ENSG00000228960,OR2A9P,8236,,HSDJ0798C17
11961,ENSG00000166507,NDST2,7681,8509,HSST2
1765,ENSG00000088002,SULT2B1,11459,6820,HSST2
11049,ENSG00000163295,ALPI,437,248,IAP
17394,ENSG00000196776,CD47,1682,961,IAP
35540,ENSG00000234829,IFNA17,5422,3451,IFN-ALPHAI
7445,ENSG00000137080,IFNA21,5424,3452,IFN-ALPHAI
23374,ENSG00000211675,IGLC1,5855,,IGLC
45312,ENSG00000254029,IGLC4,5858,,IGLC
26025,ENSG00000222037,IGLC6,5860,,IGLC
45313,ENSG00000254030,IGLC5,5859,,IGLC
23378,ENSG00000211679,IGLC3,5857,,IGLC
23376,ENSG00000211677,IGLC2,5856,,IGLC
7760,ENSG00000138684,IL21,6005,59067,IL-21
5937,ENSG00000127318,IL22,14900,50616,IL-21
6000,ENSG00000127946,HIP1,4913,3092,ILWEQ
13271,ENSG00000171914,TLN2,15447,83660,ILWEQ
7442,ENSG00000137076,TLN1,11845,7094,ILWEQ
3534,ENSG00000108379,WNT3,12782,7473,INT4
9249,ENSG00000149262,INTS4,25048,92105,INT4
23388,ENSG00000211690,TRGJ1,12277,,J1
23329,ENSG00000211597,IGKJ1,5719,,J1
23328,ENSG00000211596,IGKJ2,5720,,J2
23385,ENSG00000211687,TRGJ2,12278,,J2
5452,ENSG00000123685,BATF3,28915,55509,JDP1
3513,ENSG00000108176,DNAJC12,28908,56521,JDP1
8193,ENSG00000141574,SECTM1,10707,6398,K12
16593,ENSG00000187242,KRT12,6414,3859,K12
6790,ENSG00000133398,MED10,28760,84246,L6
12797,ENSG00000169908,TM4SF1,11853,4071,L6
22,ENSG00000002549,LAP3,18449,51056,LAP
6964,ENSG00000134575,ACP2,123,53,LAP
6855,ENSG00000134013,LOXL2,6666,4017,LOR
21285,ENSG00000203782,LORICRIN,6663,4014,LOR
5021,ENSG00000119969,HELLS,4861,3070,LSH
380,ENSG00000018280,SLC11A1,10907,6556,LSH
14443,ENSG00000177575,CD163,1631,9332,M130
787,ENSG00000058272,PPP1R12A,7618,4659,M130
36096,ENSG00000235531,MSC-AS1,48724,100132891,MAT1
402,ENSG00000020426,MNAT1,7181,4331,MAT1
12184,ENSG00000167468,GPX4,4556,2879,MCSP
11024,ENSG00000163206,SMCP,6962,4184,MCSP
8179,ENSG00000141526,SLC16A3,10924,9123,MCT3
2222,ENSG00000100156,SLC16A8,16270,23539,MCT3
25135,ENSG00000215914,MMP23A,7170,,MIFR
17128,ENSG00000189409,MMP23B,7171,8510,MIFR
81,ENSG00000005102,MEOX1,7013,4222,MOX1
1957,ENSG00000091972,CD200,7203,4345,MOX1
7169,ENSG00000135698,MPHOSPH6,7214,10200,MPP6
3235,ENSG00000105926,PALS2,18167,51678,MPP6
15549,ENSG00000183155,RABIF,9797,5877,MSS4
3419,ENSG00000107242,PIP5K1B,8995,8395,MSS4
58834,ENSG00000275691,MT1IP,7401,,MT1
49680,ENSG00000260549,MT1L,7404,,MT1
21820,ENSG00000205362,MT1A,7393,4489,MT1
17916,ENSG00000198417,MT1F,7398,4494,MT1
12741,ENSG00000169688,MT1B,7394,4490,MT1
12748,ENSG00000169715,MT1E,7397,4493,MT1
21822,ENSG00000205364,MT1M,14296,4499,MT1
46799,ENSG00000255986,MT1JP,7402,,MT1
5648,ENSG00000125144,MT1G,7399,4495,MT1
21816,ENSG00000205358,MT1H,7400,4496,MT1
32084,ENSG00000230444,TFAMP1,11636,,MTTF1
45949,ENSG00000254798,TFAMP2,11638,,MTTF1
9522,ENSG00000151779,NBAS,15625,51594,NAG
7337,ENSG00000136546,SCN7A,10594,6332,NAG
