,NCBI_ID,gene_symbol,alias_symbol,HGNC_ID,ENSG_ID,source
1764,2206,MS4A2,APY,7316,ENSG00000149534,NCBI Info
313,374,AREG,AR,651,ENSG00000109321,NCBI Info
196,231,AKR1B1,AR,381,ENSG00000085662,NCBI Info
309,368,ABCC6,ARA,57,ENSG00000091262,NCBI Info
3976,5063,PAK3,ARA,8592,ENSG00000077264,NCBI Info
1842,2296,FOXC1,ARA,3800,ENSG00000054598,NCBI Info
3376,4192,MDK,ARAP,6972,ENSG00000110492,NCBI Info
19591,199920,FYB2,ARAP,27295,ENSG00000187889,NCBI Info
19112,158835,AWAT2,ARAT,23251,ENSG00000147160,NCBI Info
16042,84649,DGAT2,ARAT,16940,ENSG00000062282,NCBI Info
6742,8694,DGAT1,ARAT,2843,ENSG00000185000,NCBI Info
130,154,ADRB2,ARB2,286,ENSG00000169252,NCBI Info
344,409,ARRB2,ARB2,712,ENSG00000141480,NCBI Info
36318,100526693,ARPC4-TTLL3,ARC20,38830,ENSG00000250151,NCBI Info
7862,10093,ARPC4,ARC20,707,ENSG00000241553,NCBI Info
7309,9443,MED7,ARC34,2378,ENSG00000155868,NCBI Info
7877,10109,ARPC2,ARC34,705,ENSG00000163466,NCBI Info
8052,10306,CTPP,ARCC2,,,NCBI Info
1572,1969,EPHA2,ARCC2,3386,ENSG00000142627,NCBI Info
6399,8260,NAA10,ARD1,18704,ENSG00000102030,NCBI Info
4338,5511,PPP1R8,ARD1,9296,ENSG00000117751,NCBI Info
312,373,TRIM23,ARD1,660,ENSG00000113595,NCBI Info
394,473,RERE,ARG,9965,ENSG00000142599,NCBI Info
21,27,ABL2,ARG,77,ENSG00000143322,NCBI Info
118,141,ADPRH,ARH1,269,ENSG00000144843,NCBI Info
9900,26119,LDLRAP1,ARH1,18640,ENSG00000157978,NCBI Info
9900,26119,LDLRAP1,ARH2,18640,ENSG00000157978,NCBI Info
16979,113622,ADPRHL1,ARH2,21303,ENSG00000153531,NCBI Info
2510,3084,NRG1,ARIA,7997,ENSG00000157168,NCBI Info
25720,641700,ECSCR,ARIA,35454,ENSG00000249751,NCBI Info
18189,139741,ACTRT1,ARIP1,24027,ENSG00000123165,NCBI Info
7665,9863,MAGI2,ARIP1,18957,ENSG00000187391,NCBI Info
12274,54778,RNF111,ARK,17384,ENSG00000157450,NCBI Info
458,558,AXL,ARK,905,ENSG00000167601,NCBI Info
8070,10327,AKR1A1,ARM,380,ENSG00000117448,NCBI Info
15101,80210,ARMC9,ARM,20730,ENSG00000135931,NCBI Info
7451,9622,KLK4,ARM1,6365,ENSG00000167749,NCBI Info
8664,11047,ADRM1,ARM1,15759,ENSG00000130706,NCBI Info
511,629,CFB,ARMD14,1037,ENSG00000243649,NCBI Info
585,717,C2,ARMD14,1248,ENSG00000166278,NCBI Info
143,167,CRISP1,ARP,304,ENSG00000124812,NCBI Info
6207,7873,MANF,ARP,15461,ENSG00000145050,NCBI Info
394,473,RERE,ARP,9965,ENSG00000142599,NCBI Info
7903,10139,ARFRP1,ARP,662,ENSG00000101246,NCBI Info
4180,5308,PITX2,ARP1,9005,ENSG00000164093,NCBI Info
8564,10930,APOBEC2,ARP1,605,ENSG00000124701,NCBI Info
7016,9068,ANGPTL1,ARP1,489,ENSG00000116194,NCBI Info
5604,7026,NR2F2,ARP1,7976,ENSG00000185551,NCBI Info
7887,10121,ACTR1A,ARP1,167,ENSG00000138107,NCBI Info
27147,653857,ACTR3C,ARP11,37282,ENSG00000106526,NCBI Info
13496,57180,ACTR3B,ARP11,17256,ENSG00000133627,NCBI Info
9409,23452,ANGPTL2,ARP2,490,ENSG00000136859,NCBI Info
7866,10097,ACTR2,ARP2,169,ENSG00000138071,NCBI Info
13548,57379,AICDA,ARP2,13203,ENSG00000111732,NCBI Info
7865,10096,ACTR3,ARP3,170,ENSG00000115091,NCBI Info
19617,200315,APOBEC3A,ARP3,17343,ENSG00000128383,NCBI Info
7422,9582,APOBEC3B,ARP4,17352,ENSG00000179750,NCBI Info
11523,51129,ANGPTL4,ARP4,16039,ENSG00000167772,NCBI Info
15659,83854,ANGPTL6,ARP5,23140,ENSG00000130812,NCBI Info
10449,27350,APOBEC3C,ARP5,17353,ENSG00000244509,NCBI Info
14190,64431,ACTR6,ARP6,24025,ENSG00000075089,NCBI Info
18223,140564,APOBEC3D,ARP6,17354,ENSG00000243811,NCBI Info
16830,93973,ACTR8,ARP8,14672,ENSG00000113812,NCBI Info
19618,200316,APOBEC3F,ARP8,17356,ENSG00000128394,NCBI Info
13476,57152,SLURP1,ARS,18746,ENSG00000126233,NCBI Info
11057,28960,DCPS,ARS,29812,ENSG00000110063,NCBI Info
4754,6012,RIEG2,ARS,,,NCBI Info
348,413,ARSC2,ARSC,716,,NCBI Info
347,412,STS,ARSC,11425,ENSG00000101846,NCBI Info
7000,9048,ARTN,ART,727,ENSG00000117407,NCBI Info
155,181,AGRP,ART,330,ENSG00000159723,NCBI Info
13377,56987,BBX,ARTC1,14422,ENSG00000114439,NCBI Info
352,417,ART1,ARTC1,723,ENSG00000129744,NCBI Info
4448,5631,PRPS1,ARTS,9462,ENSG00000147224,NCBI Info
4261,5414,SEPTIN4,ARTS,9165,ENSG00000108387,NCBI Info
4949,6262,RYR2,ARVD2,10484,ENSG00000198626,NCBI Info
357,424,ARVD3,ARVD2,,,NCBI Info
58026,112935892,LINC02605,AS,53974,,NCBI Info
5876,7337,UBE3A,AS,12496,ENSG00000114062,NCBI Info
2524,3106,HLA-B,AS,4932,ENSG00000234745,NCBI Info
16118,84791,LINC00467,ASAP,28227,ENSG00000153363,NCBI Info
14916,79884,MAP9,ASAP,26118,ENSG00000164114,NCBI Info
346,411,ARSB,ASB,714,ENSG00000113273,NCBI Info
178,212,ALAS2,ASB,397,ENSG00000158578,NCBI Info
33120,100302652,GPR75-ASB3,ASB-3,40043,ENSG00000115239,NCBI Info
11524,51130,ASB3,ASB-3,16013,ENSG00000115239,NCBI Info
347,412,STS,ASC,11425,ENSG00000101846,NCBI Info
11132,29108,PYCARD,ASC,16608,ENSG00000103490,NCBI Info
4836,6122,RPL3,ASC-1,10332,ENSG00000100316,NCBI Info
7212,9325,TRIP4,ASC-1,12310,ENSG00000103671,NCBI Info
13225,56301,SLC7A10,ASC1,11058,ENSG00000130876,NCBI Info
7212,9325,TRIP4,ASC1,12310,ENSG00000103671,NCBI Info
20423,260434,PYDC1,ASC2,30261,ENSG00000169900,NCBI Info
9093,23054,NCOA6,ASC2,15936,ENSG00000198646,NCBI Info
7007,9055,PRC1,ASE1,9341,ENSG00000198901,NCBI Info
8496,10849,POLR1G,ASE1,24219,ENSG00000117877,NCBI Info
351,416,ARSF,ASF,721,ENSG00000062096,NCBI Info
4509,5710,PSMD4,ASF,9561,ENSG00000159352,NCBI Info
5081,6426,SRSF1,ASF,10780,ENSG00000136450,NCBI Info
13066,55870,ASH1L,ASH1,19088,ENSG00000116539,NCBI Info
360,429,ASCL1,ASH1,738,ENSG00000139352,NCBI Info
7018,9070,ASH2L,ASH2,744,ENSG00000129691,NCBI Info
361,430,ASCL2,ASH2,739,ENSG00000183734,NCBI Info
5239,6609,SMPD1,ASM,11120,ENSG00000166311,NCBI Info
20569,283120,H19,ASM,4713,ENSG00000130600,NCBI Info
7335,9474,ATG5,ASP,589,ENSG00000057663,NCBI Info
586,718,C3,ASP,1318,ENSG00000125730,NCBI Info
365,434,ASIP,ASP,745,ENSG00000101440,NCBI Info
11253,29974,A1CF,ASP,24086,ENSG00000148584,NCBI Info
20385,259266,ASPM,ASP,19048,ENSG00000066279,NCBI Info
15658,83853,ROPN1L,ASP,24060,ENSG00000145491,NCBI Info
372,443,ASPA,ASP,756,ENSG00000108381,NCBI Info
7280,9407,TMPRSS11D,ASP,24059,ENSG00000153802,NCBI Info
9697,25825,BACE2,ASP1,934,ENSG00000182240,NCBI Info
12611,55190,NUDT11,ASP1,18011,ENSG00000196368,NCBI Info
1177,1453,CSNK1D,ASPS,2452,ENSG00000141551,NCBI Info
14478,79058,ASPSCR1,ASPS,13825,ENSG00000169696,NCBI Info
2262,2805,GOT1,AST,4432,ENSG00000120053,NCBI Info
10036,26503,SLC17A5,AST,10933,ENSG00000119899,NCBI Info
570,695,BTK,AT,1133,ENSG00000010671,NCBI Info
2113,2628,GATM,AT,4175,ENSG00000171766,NCBI Info
7117,9197,SLC33A1,AT1,95,ENSG00000169359,NCBI Info
158,185,AGTR1,AT1,336,ENSG00000144891,NCBI Info
393,472,ATM,AT1,795,ENSG00000149311,NCBI Info
38884,101054525,PGR-AS1,AT1,52650,,NCBI Info
159,186,AGTR2,AT2,338,ENSG00000180772,NCBI Info
38884,101054525,PGR-AS1,AT2,52650,,NCBI Info
38884,101054525,PGR-AS1,AT3,52650,,NCBI Info
384,462,SERPINC1,AT3,775,ENSG00000117601,NCBI Info
3439,4287,ATXN3,AT3,7106,ENSG00000066427,NCBI Info
7405,9560,CCL4L2,AT744.2,24066,ENSG00000276070,NCBI Info
22784,388372,CCL4L1,AT744.2,10631,,NCBI Info
16920,112487,DTD2,ATD,20277,ENSG00000129480,NCBI Info
393,472,ATM,ATD,795,ENSG00000149311,NCBI Info
9565,23650,TRIM29,ATDC,17274,ENSG00000137699,NCBI Info
393,472,ATM,ATDC,795,ENSG00000149311,NCBI Info
4199,5328,PLAU,ATF,9052,ENSG00000122861,NCBI Info
2147,2668,GDNF,ATF,4232,ENSG00000168621,NCBI Info
9589,23710,GABARAPL1,ATG8,4068,ENSG00000139112,NCBI Info
8890,11345,GABARAPL2,ATG8,13291,ENSG00000034713,NCBI Info
4101,5211,PFKL,ATP-PFK,8876,ENSG00000141959,NCBI Info
4103,5213,PFKM,ATP-PFK,8877,ENSG00000152556,NCBI Info
4104,5214,PFKP,ATP-PFK,8878,ENSG00000067057,NCBI Info
401,480,ATP1A4,ATP1A1,14073,ENSG00000132681,NCBI Info
399,478,ATP1A3,ATP1A1,801,ENSG00000105409,NCBI Info
417,498,ATP5F1A,ATP5A,823,ENSG00000152234,NCBI Info
426,516,ATP5MC1,ATP5A,841,ENSG00000159199,NCBI Info
427,517,ATP5MC2,ATP5A,842,ENSG00000135390,NCBI Info
431,522,ATP5PF,ATP5A,847,ENSG00000154723,NCBI Info
23575,392322,ATP5F1AP8,ATP5A1P9,37666,ENSG00000234720,NCBI Info
25091,442415,ATP5F1AP7,ATP5A1P9,37665,ENSG00000241571,NCBI Info
435,527,ATP6V0C,ATP6C,855,ENSG00000185883,NCBI Info
436,528,ATP6V1C1,ATP6C,856,ENSG00000155097,NCBI Info
436,528,ATP6V1C1,ATP6D,856,ENSG00000155097,NCBI Info
7054,9114,ATP6V0D1,ATP6D,13724,ENSG00000159720,NCBI Info
7396,9550,ATP6V1G1,ATP6G,864,ENSG00000136888,NCBI Info
439,534,ATP6V1G2,ATP6G,862,ENSG00000213760,NCBI Info
431,522,ATP5PF,ATPM,847,ENSG00000154723,NCBI Info
417,498,ATP5F1A,ATPM,823,ENSG00000152234,NCBI Info
21396,326625,MMAB,ATR,19331,ENSG00000139428,NCBI Info
23231,390502,SERPINA2,ATR,8985,ENSG00000258597,NCBI Info
15809,84168,ANTXR1,ATR,21014,ENSG00000169604,NCBI Info
6334,8129,HBHR,ATR1,,,NCBI Info
158,185,AGTR1,ATR1,336,ENSG00000144891,NCBI Info
5159,6519,SLC3A1,ATR1,11025,ENSG00000138079,NCBI Info
15258,81031,SLC2A10,ATS,13444,ENSG00000197496,NCBI Info
1040,1287,COL4A5,ATS,2207,ENSG00000188153,NCBI Info
1038,1285,COL4A3,ATS2,2204,ENSG00000169031,NCBI Info
1039,1286,COL4A4,ATS2,2206,ENSG00000081052,NCBI Info
5823,7274,TTPA,ATTP,12404,ENSG00000137561,NCBI Info
12702,55293,UEVLD,ATTP,30866,ENSG00000151116,NCBI Info
4064,5168,ENPP2,ATX,3357,ENSG00000136960,NCBI Info
9089,23049,SMG1,ATX,30045,ENSG00000157106,NCBI Info
396,475,ATOX1,ATX1,798,ENSG00000177556,NCBI Info
4987,6310,ATXN1,ATX1,10548,ENSG00000124788,NCBI Info
13017,55806,HR,AU,5172,ENSG00000168453,NCBI Info
3265,4059,BCAM,AU,6722,ENSG00000187244,NCBI Info
20955,285016,ALKAL2,AUGA,27683,ENSG00000189292,NCBI Info
22997,389658,ALKAL1,AUGA,33775,ENSG00000196711,NCBI Info
9202,23192,ATG4B,AUTL1,20790,ENSG00000168397,NCBI Info
16220,84938,ATG4C,AUTL1,16040,ENSG00000125703,NCBI Info
2796,3454,IFNAR1,AVP,5432,ENSG00000142166,NCBI Info
17029,114548,NLRP3,AVP,16400,ENSG00000162711,NCBI Info
9045,22994,CEP131,AZ1,29511,ENSG00000141577,NCBI Info
3890,4946,OAZ1,AZ1,8095,ENSG00000104904,NCBI Info
3891,4947,OAZ2,AZ2,8096,ENSG00000180304,NCBI Info
14154,64343,AZI2,AZ2,24002,ENSG00000163512,NCBI Info
3890,4946,OAZ1,AZI,8095,ENSG00000104904,NCBI Info
11825,51582,AZIN1,AZI,16432,ENSG00000155096,NCBI Info
11825,51582,AZIN1,AZI1,16432,ENSG00000155096,NCBI Info
9045,22994,CEP131,AZI1,29511,ENSG00000141577,NCBI Info
140700,127898561,MIURF,AltMIEF1,,ENSG00000285025,NCBI Info
12124,54471,MIEF1,AltMIEF1,25979,ENSG00000100335,NCBI Info
13406,57038,RARS2,ArgRS,21406,ENSG00000146282,NCBI Info
4669,5917,RARS1,ArgRS,9870,ENSG00000113643,NCBI Info
761,931,MS4A1,B1,7315,ENSG00000156738,NCBI Info
11005,28905,IGKV7-3,B1,5839,,NCBI Info
27847,728695,SPANXB1,B1,14329,ENSG00000227234,NCBI Info
10381,27241,BBS9,B1,30000,ENSG00000122507,NCBI Info
3704,4709,NDUFB3,B12,7698,ENSG00000119013,NCBI Info
5699,7126,TNFAIP1,B12,11894,ENSG00000109079,NCBI Info
3707,4712,NDUFB6,B17,7701,ENSG00000165264,NCBI Info
11256,29980,DONSON,B17,2993,ENSG00000159147,NCBI Info
3708,4713,NDUFB7,B18,7702,ENSG00000099795,NCBI Info
13900,59271,EVA1C,B18,13239,ENSG00000166979,NCBI Info
11007,28907,IGKV5-2,B2,5835,ENSG00000211599,NCBI Info
7646,9842,PLEKHM1,B2,29017,ENSG00000225190,NCBI Info
13114,55973,BCAP29,B29,24131,ENSG00000075790,NCBI Info
15678,83876,MRO,B29,24121,ENSG00000134042,NCBI Info
802,974,CD79B,B29,1699,ENSG00000007312,NCBI Info
1465,1822,ATN1,B37,3033,ENSG00000111676,NCBI Info
13204,56245,EPCIP,B37,1305,ENSG00000205929,NCBI Info
8367,10678,B3GNT2,B3GNT1,15629,ENSG00000170340,NCBI Info
8658,11041,B4GAT1,B3GNT1,15685,ENSG00000174684,NCBI Info
760,930,CD19,B4,1633,ENSG00000177455,NCBI Info
8627,11006,LILRB4,B4,6608,ENSG00000186818,NCBI Info
17476,122876,GPHB5,B5,18055,ENSG00000179600,NCBI Info
8197,10480,EIF3M,B5,24460,ENSG00000149100,NCBI Info
1547,1942,EFNA1,B61,3221,ENSG00000169242,NCBI Info
5699,7126,TNFAIP1,B61,11894,ENSG00000109079,NCBI Info
8745,11148,HHLA2,B7-H5,4905,ENSG00000114455,NCBI Info
14091,64115,VSIR,B7-H5,30085,ENSG00000107738,NCBI Info
10287,27077,B9D1,B9,24123,ENSG00000108641,NCBI Info
3691,4696,NDUFA3,B9,7686,ENSG00000170906,NCBI Info
5226,6595,SMARCA2,BAF190,11098,ENSG00000080503,NCBI Info
5228,6597,SMARCA4,BAF190,11100,ENSG00000127616,NCBI Info
872,1056,CEL,BAL,1848,ENSG00000170835,NCBI Info
15614,83666,PARP9,BAL,24118,ENSG00000138496,NCBI Info
8621,10998,SLC27A5,BAL,10999,ENSG00000083807,NCBI Info
7064,9126,SMC3,BAM,2468,ENSG00000108055,NCBI Info
7800,10018,BCL2L11,BAM,994,ENSG00000153094,NCBI Info
14157,64374,SIL1,BAP,24624,ENSG00000120725,NCBI Info
8876,11331,PHB2,BAP,30306,ENSG00000215021,NCBI Info
4778,6045,RNF2,BAP-1,10061,ENSG00000121481,NCBI Info
7138,9223,MAGI1,BAP-1,946,ENSG00000151276,NCBI Info
7138,9223,MAGI1,BAP1,946,ENSG00000151276,NCBI Info
4778,6045,RNF2,BAP1,10061,ENSG00000121481,NCBI Info
36402,100529209,RNASEK-C17orf49,BAP18,44419,ENSG00000161939,NCBI Info
17570,124944,C17orf49,BAP18,28737,ENSG00000258315,NCBI Info
11640,51283,BFAR,BAR,17613,ENSG00000103429,NCBI Info
130,154,ADRB2,BAR,286,ENSG00000169252,NCBI Info
7762,9971,NR1H4,BAR,7967,ENSG00000012504,NCBI Info
9500,23568,ARL2BP,BART,17146,ENSG00000102931,NCBI Info
6178,7809,BSND,BART,16512,ENSG00000162399,NCBI Info
6229,7919,DDX39B,BAT1,13917,ENSG00000198563,NCBI Info
7967,10212,DDX39A,BAT1,17821,ENSG00000123136,NCBI Info
8734,11136,SLC7A9,BAT1,11067,ENSG00000021488,NCBI Info
770,941,CD80,BB1,1700,ENSG00000121594,NCBI Info
3794,4829,NMBR,BB1,7843,ENSG00000135577,NCBI Info
14522,79143,MBOAT7,BB1,15505,ENSG00000125505,NCBI Info
2370,2925,GRPR,BB2,4609,ENSG00000126010,NCBI Info
2745,3383,ICAM1,BB2,5344,ENSG00000090339,NCBI Info
6030,7536,SF1,BBP,12950,ENSG00000168066,NCBI Info
9757,25907,TMEM158,BBP,30293,ENSG00000249992,NCBI Info
15711,83941,TM2D1,BBP,24142,ENSG00000162604,NCBI Info
5727,7159,TP53BP2,BBP,12000,ENSG00000143514,NCBI Info
11525,51131,PHF11,BCAP,17024,ENSG00000136147,NCBI Info
17310,118788,PIK3AP1,BCAP,30034,ENSG00000155629,NCBI Info
1066,1316,KLF6,BCD1,2235,ENSG00000067082,NCBI Info
12235,54680,ZNHIT6,BCD1,26089,ENSG00000117174,NCBI Info
5236,6606,SMN1,BCD541,11117,ENSG00000172062,NCBI Info
5237,6607,SMN2,BCD541,11118,ENSG00000205571,NCBI Info
6322,8105,BRCD1,BCDS1,,,NCBI Info
821,999,CDH1,BCDS1,1748,ENSG00000039068,NCBI Info
929,1124,CHN2,BCH,1944,ENSG00000106069,NCBI Info
5654,7080,NKX2-1,BCH,11825,ENSG00000136352,NCBI Info
7523,9703,BLTP2,BCOX,28960,ENSG00000007202,NCBI Info
6420,8309,ACOX2,BCOX,120,ENSG00000168306,NCBI Info
7298,9429,ABCG2,BCRP1,74,ENSG00000118777,NCBI Info
21253,317687,BANF1P1,BCRP1,20252,,NCBI Info
6838,8815,BANF1,BCRP1,17397,ENSG00000175334,NCBI Info
16027,84627,ZNF469,BCS,23216,ENSG00000225614,NCBI Info
502,617,BCS1L,BCS,1020,ENSG00000074582,NCBI Info
502,617,BCS1L,BCS1,1020,ENSG00000074582,NCBI Info
16027,84627,ZNF469,BCS1,23216,ENSG00000225614,NCBI Info
24520,414325,DEFB103A,BD-3,15967,ENSG00000176797,NCBI Info
13079,55894,DEFB103B,BD-3,31702,ENSG00000177243,NCBI Info
25345,503618,DEFB104B,BD-4,26165,ENSG00000177023,NCBI Info
18226,140596,DEFB104A,BD-4,18115,ENSG00000176782,NCBI Info
20058,245908,DEFB105A,BD-5,18087,ENSG00000186562,NCBI Info
25376,504180,DEFB105B,BD-5,29930,ENSG00000186599,NCBI Info
20059,245909,DEFB106A,BD-6,18088,ENSG00000186579,NCBI Info
25374,503841,DEFB106B,BD-6,28879,ENSG00000187082,NCBI Info
538,658,BMPR1B,BDA2,1077,ENSG00000138696,NCBI Info
530,650,BMP2,BDA2,1069,ENSG00000125845,NCBI Info
3098,3827,KNG1,BDK,6383,ENSG00000113889,NCBI Info
8043,10295,BCKDK,BDK,16902,ENSG00000103507,NCBI Info
8315,10620,ARID3B,BDP,14350,ENSG00000179361,NCBI Info
18920,152926,PPM1K,BDP,25415,ENSG00000163644,NCBI Info
2266,2812,GP1BB,BDPLT1,4440,ENSG00000203618,NCBI Info
2265,2811,GP1BA,BDPLT1,4439,ENSG00000185245,NCBI Info
2981,3690,ITGB3,BDPLT16,6156,ENSG00000259207,NCBI Info
2967,3674,ITGA2B,BDPLT16,6138,ENSG00000005961,NCBI Info
2967,3674,ITGA2B,BDPLT2,6138,ENSG00000005961,NCBI Info
2981,3690,ITGB3,BDPLT2,6156,ENSG00000259207,NCBI Info
5695,7122,CLDN5,BEC1,2047,ENSG00000184113,NCBI Info
9384,23416,KCNH3,BEC1,6252,ENSG00000135519,NCBI Info
141545,128854680,DUSP13A,BEDP,56772,ENSG00000293543,NCBI Info
284,339,APOBEC1,BEDP,604,ENSG00000111701,NCBI Info
511,629,CFB,BFD,1037,ENSG00000243649,NCBI Info
4091,5199,CFP,BFD,8864,ENSG00000126759,NCBI Info
939,1137,CHRNA4,BFNC,1958,ENSG00000101204,NCBI Info
3063,3785,KCNQ2,BFNC,6296,ENSG00000075043,NCBI Info
9214,23205,ACSBG1,BG,29567,ENSG00000103740,NCBI Info
2428,2990,GUSB,BG,4696,ENSG00000169919,NCBI Info
293,350,APOH,BG,616,ENSG00000091583,NCBI Info
515,634,CEACAM1,BGP,1814,ENSG00000079385,NCBI Info
513,632,BGLAP,BGP,1043,ENSG00000242252,NCBI Info
14202,64581,CLEC7A,BGR,14558,ENSG00000172243,NCBI Info
15458,81616,ACSBG2,BGR,24174,ENSG00000130377,NCBI Info
523,642,BLMH,BH,1059,ENSG00000108578,NCBI Info
1603,2009,EML1,BH,3330,ENSG00000066629,NCBI Info
12727,55325,UFSP2,BHD,25640,ENSG00000109775,NCBI Info
19654,201163,FLCN,BHD,27310,ENSG00000154803,NCBI Info
8698,11091,WDR5,BIG3,12757,ENSG00000196363,NCBI Info
13520,57221,ARFGEF3,BIG3,21213,ENSG00000112379,NCBI Info
2693,3309,HSPA5,BIP,5238,ENSG00000044574,NCBI Info
2143,2662,GDF10,BIP,4215,ENSG00000266524,NCBI Info
5226,6595,SMARCA2,BIS,11098,ENSG00000080503,NCBI Info
7381,9531,BAG3,BIS,939,ENSG00000151929,NCBI Info
3158,3909,LAMA3,BM600,6483,ENSG00000053747,NCBI Info
3166,3918,LAMC2,BM600,6493,ENSG00000058085,NCBI Info
1409,1756,DMD,BMD,2928,ENSG00000198947,NCBI Info
5957,7439,BEST1,BMD,12703,ENSG00000167995,NCBI Info
7064,9126,SMC3,BMH,2468,ENSG00000108055,NCBI Info
523,642,BLMH,BMH,1059,ENSG00000108578,NCBI Info
5900,7367,UGT2B17,BMND12,12547,ENSG00000197888,NCBI Info
20204,254170,FBXO33,BMND12,19833,ENSG00000165355,NCBI Info
2743,3381,IBSP,BNSP,5341,ENSG00000029559,NCBI Info
5316,6696,SPP1,BNSP,11255,ENSG00000118785,NCBI Info
9195,23184,MESD,BOCA,13520,ENSG00000117899,NCBI Info
3892,4948,OCA2,BOCA,8101,ENSG00000104044,NCBI Info
18779,150572,SMYD1,BOP,20986,ENSG00000115593,NCBI Info
499,611,OPN1SW,BOP,1012,ENSG00000128617,NCBI Info
1708,2138,EYA1,BOP,3519,ENSG00000104313,NCBI Info
7693,9896,FIG4,BOP,16873,ENSG00000112367,NCBI Info
14754,79680,RTL10,BOP,26112,ENSG00000215012,NCBI Info
12570,55143,CDCA8,BOR,14629,ENSG00000134690,NCBI Info
1708,2138,EYA1,BOR,3519,ENSG00000104313,NCBI Info
9547,23629,BRD7P3,BP75,24171,,NCBI Info
11139,29117,BRD7,BP75,14310,ENSG00000166164,NCBI Info
28769,100126593,MAFD4,BPAD,,,NCBI Info
30808,100188844,MAFD6,BPAD,,,NCBI Info
3297,4096,MAFD2,BPAD,,,NCBI Info
3296,4095,MAFD1,BPAD,,,NCBI Info
27799,728568,UQCC6,BR,34450,ENSG00000204954,NCBI Info
2966,3673,ITGA2,BR,6137,ENSG00000164171,NCBI Info
14739,79664,ICE2,BRCC1,29885,ENSG00000128915,NCBI Info
552,672,BRCA1,BRCC1,1100,ENSG00000012048,NCBI Info
24541,414899,BLID,BRCC2,33495,ENSG00000259571,NCBI Info
554,675,BRCA2,BRCC2,1101,ENSG00000139618,NCBI Info
2411,2972,BRF1,BRF-1,11551,ENSG00000185024,NCBI Info
8808,11223,MST1L,BRF-1,7390,ENSG00000186715,NCBI Info
1463,1820,ARID3A,BRIGHT,3031,ENSG00000116017,NCBI Info
13607,57492,ARID1B,BRIGHT,18040,ENSG00000049618,NCBI Info
12479,55023,PHIP,BRWD2,15673,ENSG00000146247,NCBI Info
12940,55717,WDR11,BRWD2,13831,ENSG00000120008,NCBI Info
11947,53344,CHIC1,BRX,1934,ENSG00000204116,NCBI Info
8801,11214,AKAP13,BRX,371,ENSG00000170776,NCBI Info
522,641,BLM,BS,1058,ENSG00000197299,NCBI Info
2266,2812,GP1BB,BS,4440,ENSG00000203618,NCBI Info
5195,6558,SLC12A2,BSC,10911,ENSG00000064651,NCBI Info
5194,6557,SLC12A1,BSC,10910,ENSG00000074803,NCBI Info
3287,4086,SMAD1,BSP1,6767,ENSG00000170365,NCBI Info
29942,100131137,BSPH1,BSP1,33906,ENSG00000188334,NCBI Info
2404,2965,GTF2H1,BTF2,4655,ENSG00000110768,NCBI Info
1662,2071,ERCC3,BTF2,3435,ENSG00000163161,NCBI Info
2406,2967,GTF2H3,BTF2,4657,ENSG00000111358,NCBI Info
8114,10385,BTN2A2,BTF2,1137,ENSG00000124508,NCBI Info
2405,2966,GTF2H2,BTF2,4656,ENSG00000145736,NCBI Info
2401,2962,GTF2F1,BTF4,4652,ENSG00000125651,NCBI Info
2402,2963,GTF2F2,BTF4,4653,ENSG00000188342,NCBI Info
8719,11118,BTN3A2,BTF4,1139,ENSG00000186470,NCBI Info
1045,1292,COL6A2,BTHLM1,2212,ENSG00000142173,NCBI Info
1044,1291,COL6A1,BTHLM1,2211,ENSG00000142156,NCBI Info
1046,1293,COL6A3,BTHLM1,2213,ENSG00000163359,NCBI Info
987,1201,CLN3,BTN1,2074,ENSG00000188603,NCBI Info
571,696,BTN1A1,BTN1,1135,ENSG00000124557,NCBI Info
43820,105371807,SKAP1-AS2,BTR,55570,ENSG00000235300,NCBI Info
21905,344561,GPR148,BTR,23623,ENSG00000173302,NCBI Info
20569,283120,H19,BWS,4713,ENSG00000130600,NCBI Info
42277,105259599,H19-ICR,BWS,,,NCBI Info
849,1028,CDKN1C,BWS,1786,ENSG00000129757,NCBI Info
27379,692312,PPAN-P2RY11,BXDC3,33526,ENSG00000243207,NCBI Info
13230,56342,PPAN,BXDC3,9227,ENSG00000130810,NCBI Info
2590,3183,HNRNPC,C1,5035,ENSG00000092199,NCBI Info
329,393,ARHGAP4,C1,674,ENSG00000089820,NCBI Info
4094,5203,PFDN4,C1,8868,ENSG00000101132,NCBI Info
5549,6966,TRGC1,C1,12275,ENSG00000211689,NCBI Info
20346,257044,CATSPERE,C10orf101,28491,ENSG00000179397,NCBI Info
24511,414243,LINC00595,C10orf101,31430,ENSG00000230417,NCBI Info
13254,56652,TWNK,C10orf2,1160,ENSG00000107815,NCBI Info
13461,57132,CHMP1B,C10orf2,24287,ENSG00000255112,NCBI Info
14462,79036,KXD1,C10orf50,28420,ENSG00000105700,NCBI Info
26439,645528,FAM238A,C10orf50,17776,ENSG00000290444,NCBI Info
14886,79847,MFSD13A,C10orf77,26196,ENSG00000138111,NCBI Info
9890,26097,CHTOP,C10orf77,24511,ENSG00000160679,NCBI Info
2439,3002,GZMB,C11,4709,ENSG00000100453,NCBI Info
11904,51728,POLR3K,C11,14121,ENSG00000161980,NCBI Info
916,1109,AKR1C4,C11,387,ENSG00000198610,NCBI Info
